insee;commune;date;UV_J0;UV_J1;UV_J2;UV_J3
03311;VICQ;2024-01-18;0;1;1;;
03312;VIEURE;2024-01-18;0;1;1;;
03313;LE_VILHAIN;2024-01-18;0;1;1;;
03314;VILLEBRET;2024-01-18;0;1;1;;
03315;VILLEFRANCHE-DALLIER;2024-01-18;0;1;1;;
03316;VILLENEUVE-SUR-ALLIER;2024-01-18;0;1;1;;
03317;VIPLAIX;2024-01-18;0;1;1;;
03318;VITRAY;2024-01-18;0;1;1;;
03319;VOUSSAC;2024-01-18;0;1;1;;
03320;YGRANDE;2024-01-18;0;1;1;;
03321;YZEURE;2024-01-18;0;1;1;;
04001;AIGLUN;2024-01-18;1;1;1;;
04004;ALLEMAGNE-EN-PROVENCE;2024-01-18;1;1;1;;
04005;ALLONS;2024-01-18;1;1;2;;
04006;ALLOS;2024-01-18;0;2;2;;
04007;ANGLES;2024-01-18;1;1;2;;
04008;ANNOT;2024-01-18;1;1;2;;
04009;ARCHAIL;2024-01-18;0;1;2;;
04012;AUBENAS-LES-ALPES;2024-01-18;1;1;2;;
04013;AUBIGNOSC;2024-01-18;1;1;1;;
04016;AUTHON;2024-01-18;1;1;2;;
04017;AUZET;2024-01-18;0;1;2;;
04018;BANON;2024-01-18;1;1;2;;
04019;BARCELONNETTE;2024-01-18;0;2;2;;
04020;BARLES;2024-01-18;0;1;2;;
04021;BARRAS;2024-01-18;1;1;1;;
04022;BARREME;2024-01-18;0;1;2;;
04023;BAYONS;2024-01-18;0;1;2;;
04024;BEAUJEU;2024-01-18;0;1;2;;
04025;BEAUVEZER;2024-01-18;0;1;2;;
04026;BELLAFFAIRE;2024-01-18;1;1;1;;
04027;BEVONS;2024-01-18;1;1;2;;
04028;BEYNES;2024-01-18;0;1;2;;
04030;BLIEUX;2024-01-18;1;1;2;;
04031;BRAS-DASSE;2024-01-18;0;1;1;;
04032;BRAUX;2024-01-18;1;1;2;;
04033;LA_BREOLE;2024-01-18;0;1;2;;
04034;LA_BRILLANNE;2024-01-18;1;1;1;;
04035;BRUNET;2024-01-18;1;1;2;;
04036;LE_BRUSQUET;2024-01-18;0;1;2;;
04037;LE_CAIRE;2024-01-18;1;1;2;;
04039;CASTELLANE;2024-01-18;1;1;2;;
04040;LE_CASTELLARD-MELAN;2024-01-18;1;1;2;;
04041;LE_CASTELLET;2024-01-18;1;1;1;;
04042;CASTELLET-LES-SAUSSES;2024-01-18;1;1;2;;
04043;VAL-DE-CHALVAGNE;2024-01-18;1;1;1;;
04045;CERESTE;2024-01-18;1;1;1;;
04046;LE_CHAFFAUT-SAINT-JURSON;2024-01-18;1;1;1;;
04047;CHAMPTERCIER;2024-01-18;1;1;1;;
04049;CHATEAU-ARNOUX-SAINT-AUBAN;2024-01-18;1;1;1;;
04050;CHATEAUFORT;2024-01-18;1;1;2;;
04051;CHATEAUNEUF-MIRAVAIL;2024-01-18;1;1;2;;
04053;CHATEAUNEUF-VAL-SAINT-DONAT;2024-01-18;1;1;1;;
04054;CHATEAUREDON;2024-01-18;1;1;2;;
04055;CHAUDON-NORANTE;2024-01-18;0;1;2;;
04057;CLAMENSANE;2024-01-18;1;1;2;;
04058;CLARET;2024-01-18;1;1;1;;
04059;CLUMANC;2024-01-18;1;1;2;;
04061;COLMARS;2024-01-18;0;2;2;;
04062;LA_CONDAMINE-CHATELARD;2024-01-18;0;2;2;;
04063;CORBIERES;2024-01-18;1;1;1;;
04065;CRUIS;2024-01-18;1;1;2;;
04066;CURBANS;2024-01-18;1;1;1;;
04067;CUREL;2024-01-18;1;1;2;;
04068;DAUPHIN;2024-01-18;1;1;1;;
04069;DEMANDOLX;2024-01-18;1;1;2;;
04070;DIGNE-LES-BAINS;2024-01-18;1;1;2;;
04072;DRAIX;2024-01-18;0;1;2;;
04073;ENCHASTRAYES;2024-01-18;0;2;2;;
04074;ENTRAGES;2024-01-18;1;1;2;;
04075;ENTREPIERRES;2024-01-18;1;1;1;;
04076;ENTREVAUX;2024-01-18;1;1;1;;
04077;ENTREVENNES;2024-01-18;1;1;2;;
04079;LESCALE;2024-01-18;1;1;1;;
04081;ESPARRON-DE-VERDON;2024-01-18;1;1;1;;
04084;ESTOUBLON;2024-01-18;0;1;1;;
04085;FAUCON-DU-CAIRE;2024-01-18;1;1;1;;
04086;FAUCON-DE-BARCELONNETTE;2024-01-18;0;2;2;;
04087;FONTIENNE;2024-01-18;1;1;2;;
04088;FORCALQUIER;2024-01-18;1;1;1;;
04090;LE_FUGERET;2024-01-18;1;1;2;;
04091;GANAGOBIE;2024-01-18;1;1;1;;
04092;LA_GARDE;2024-01-18;1;1;2;;
04093;GIGORS;2024-01-18;1;1;1;;
04094;GREOUX-LES-BAINS;2024-01-18;1;1;1;;
04095;LHOSPITALET;2024-01-18;1;1;2;;
04096;JAUSIERS;2024-01-18;0;2;2;;
04097;LA_JAVIE;2024-01-18;0;1;2;;
04099;LAMBRUISSE;2024-01-18;1;1;2;;
04100;LARCHE;2024-01-18;1;2;2;;
04101;LARDIERS;2024-01-18;1;1;2;;
04102;LE_LAUZET-UBAYE;2024-01-18;0;1;2;;
04104;LIMANS;2024-01-18;1;1;1;;
04106;LURS;2024-01-18;1;1;1;;
04107;MAJASTRES;2024-01-18;0;1;2;;
04108;MALIJAI;2024-01-18;1;1;1;;
04109;MALLEFOUGASSE-AUGES;2024-01-18;1;1;2;;
04110;MALLEMOISSON;2024-01-18;1;1;1;;
04111;MANE;2024-01-18;1;1;1;;
04112;MANOSQUE;2024-01-18;1;1;1;;
04113;MARCOUX;2024-01-18;1;1;1;;
04115;MEAILLES;2024-01-18;1;1;2;;
04116;LES_MEES;2024-01-18;1;1;1;;
04118;MELVE;2024-01-18;1;1;1;;
04120;MEYRONNES;2024-01-18;0;2;2;;
04121;MEZEL;2024-01-18;1;1;1;;
04122;MIRABEAU;2024-01-18;1;1;1;;
04123;MISON;2024-01-18;1;1;1;;
04124;MONTAGNAC-MONTPEZAT;2024-01-18;1;1;1;;
04126;MONTCLAR;2024-01-18;0;1;2;;
04127;MONTFORT;2024-01-18;1;1;1;;
04128;MONTFURON;2024-01-18;1;1;1;;
04129;MONTJUSTIN;2024-01-18;1;1;1;;
04130;MONTLAUX;2024-01-18;1;1;2;;
04132;MONTSALIER;2024-01-18;1;1;2;;
04133;MORIEZ;2024-01-18;1;1;2;;
04134;LA_MOTTE-DU-CAIRE;2024-01-18;1;1;2;;
04135;MOUSTIERS-SAINTE-MARIE;2024-01-18;0;1;2;;
04136;LA_MURE-ARGENS;2024-01-18;1;1;2;;
04137;NIBLES;2024-01-18;1;1;2;;
04138;NIOZELLES;2024-01-18;1;1;1;;
04139;NOYERS-SUR-JABRON;2024-01-18;1;1;2;;
04140;LES_OMERGUES;2024-01-18;1;1;2;;
04141;ONGLES;2024-01-18;1;1;2;;
04142;OPPEDETTE;2024-01-18;1;1;2;;
04143;ORAISON;2024-01-18;1;1;1;;
04144;LA_PALUD-SUR-VERDON;2024-01-18;1;1;2;;
04145;PEIPIN;2024-01-18;1;1;1;;
04148;PEYROULES;2024-01-18;1;1;2;;
04149;PEYRUIS;2024-01-18;1;1;1;;
04150;PIEGUT;2024-01-18;1;1;1;;
04151;PIERRERUE;2024-01-18;1;1;1;;
04152;PIERREVERT;2024-01-18;1;1;1;;
04154;PONTIS;2024-01-18;0;1;2;;
04155;PRADS-HAUTE-BLEONE;2024-01-18;0;1;2;;
04156;PUIMICHEL;2024-01-18;1;1;2;;
04157;PUIMOISSON;2024-01-18;0;1;2;;
04158;QUINSON;2024-01-18;1;1;1;;
04159;REDORTIERS;2024-01-18;1;1;2;;
04160;REILLANNE;2024-01-18;1;1;1;;
04161;MEOLANS-REVEL;2024-01-18;0;1;2;;
04162;REVEST-DES-BROUSSES;2024-01-18;1;1;2;;
04163;REVEST-DU-BION;2024-01-18;1;1;2;;
04164;REVEST-SAINT-MARTIN;2024-01-18;1;1;2;;
04166;RIEZ;2024-01-18;1;1;2;;
04167;LA_ROBINE-SUR-GALABRE;2024-01-18;1;1;1;;
04169;LA_ROCHEGIRON;2024-01-18;1;1;2;;
04170;LA_ROCHETTE;2024-01-18;1;1;1;;
04171;ROUGON;2024-01-18;1;1;2;;
04172;ROUMOULES;2024-01-18;0;1;2;;
04173;SAINT-ANDRE-LES-ALPES;2024-01-18;1;1;2;;
04174;SAINT-BENOIT;2024-01-18;1;1;2;;
04175;SAINTE-CROIX-A-LAUZE;2024-01-18;1;1;2;;
04176;SAINTE-CROIX-DE-VERDON;2024-01-18;1;1;2;;
04177;HAUTES-DUYES;2024-01-18;1;1;2;;
04178;SAINT-ETIENNE-LES-ORGUES;2024-01-18;1;1;2;;
04179;SAINT-GENIEZ;2024-01-18;1;1;2;;
04180;SAINT-JACQUES;2024-01-18;0;1;2;;
04181;SAINT-JEANNET;2024-01-18;0;1;1;;
04182;SAINT-JULIEN-DASSE;2024-01-18;1;1;2;;
04183;SAINT-JULIEN-DU-VERDON;2024-01-18;1;1;2;;
04184;SAINT-JURS;2024-01-18;0;1;1;;
04186;SAINT-LAURENT-DU-VERDON;2024-01-18;1;1;1;;
04187;SAINT-LIONS;2024-01-18;0;1;2;;
04188;SAINT-MAIME;2024-01-18;1;1;1;;
04189;SAINT-MARTIN-DE-BROMES;2024-01-18;1;1;1;;
04190;SAINT-MARTIN-LES-EAUX;2024-01-18;1;1;1;;
04191;SAINT-MARTIN-LES-SEYNE;2024-01-18;0;1;2;;
04192;SAINT-MICHEL-LOBSERVATOIRE;2024-01-18;1;1;1;;
04193;SAINT-PAUL-SUR-UBAYE;2024-01-18;0;2;2;;
04194;SAINT-PIERRE;2024-01-18;1;1;1;;
04195;SAINT-PONS;2024-01-18;0;2;2;;
04197;SAINTE-TULLE;2024-01-18;1;1;1;;
04198;SAINT-VINCENT-LES-FORTS;2024-01-18;0;1;2;;
04199;SAINT-VINCENT-SUR-JABRON;2024-01-18;1;1;2;;
04200;SALIGNAC;2024-01-18;1;1;1;;
04201;SAUMANE;2024-01-18;1;1;2;;
04202;SAUSSES;2024-01-18;1;1;2;;
04203;SELONNET;2024-01-18;0;1;2;;
04204;SENEZ;2024-01-18;1;1;2;;
04205;SEYNE;2024-01-18;0;1;2;;
04206;SIGONCE;2024-01-18;1;1;2;;
04207;SIGOYER;2024-01-18;1;1;1;;
04208;SIMIANE-LA-ROTONDE;2024-01-18;1;1;2;;
04209;SISTERON;2024-01-18;1;1;1;;
04210;SOLEILHAS;2024-01-18;1;1;2;;
04211;SOURRIBES;2024-01-18;1;1;2;;
04214;TARTONNE;2024-01-18;1;1;2;;
04216;THEZE;2024-01-18;1;1;1;;
04217;THOARD;2024-01-18;1;1;2;;
04218;THORAME-BASSE;2024-01-18;1;1;2;;
04219;THORAME-HAUTE;2024-01-18;0;1;2;;
04220;LES_THUILES;2024-01-18;0;1;2;;
04222;TURRIERS;2024-01-18;1;1;1;;
04224;UBRAYE;2024-01-18;1;1;2;;
04226;UVERNET-FOURS;2024-01-18;0;2;2;;
04227;VACHERES;2024-01-18;1;1;2;;
04228;VALAVOIRE;2024-01-18;1;1;2;;
04229;VALBELLE;2024-01-18;1;1;2;;
04230;VALENSOLE;2024-01-18;1;1;1;;
04231;VALERNES;2024-01-18;1;1;1;;
04233;VAUMEILH;2024-01-18;1;1;1;;
04234;VENTEROL;2024-01-18;1;1;1;;
04235;VERDACHES;2024-01-18;0;1;2;;
04236;VERGONS;2024-01-18;1;1;2;;
04237;LE_VERNET;2024-01-18;0;1;2;;
04240;VILLARS-COLMARS;2024-01-18;0;1;2;;
04241;VILLEMUS;2024-01-18;1;1;1;;
04242;VILLENEUVE;2024-01-18;1;1;1;;
04244;VOLONNE;2024-01-18;1;1;2;;
04245;VOLX;2024-01-18;1;1;1;;
05001;ABRIES;2024-01-18;1;2;2;;
05002;AGNIERES-EN-DEVOLUY;2024-01-18;0;1;2;;
05003;AIGUILLES;2024-01-18;1;1;2;;
05004;ANCELLE;2024-01-18;0;1;2;;
05005;ANTONAVES;2024-01-18;1;1;2;;
05006;LARGENTIERE-LA-BESSEE;2024-01-18;1;1;2;;
05007;ARVIEUX;2024-01-18;1;1;2;;
05008;ASPREMONT;2024-01-18;1;1;1;;
05009;ASPRES-LES-CORPS;2024-01-18;0;1;2;;
05010;ASPRES-SUR-BUECH;2024-01-18;0;1;2;;
05011;AVANCON;2024-01-18;0;1;1;;
05012;BARATIER;2024-01-18;0;1;2;;
05013;BARCILLONNETTE;2024-01-18;1;1;1;;
05014;BARRET-SUR-MEOUGE;2024-01-18;1;1;2;;
05016;LA_BATIE-MONTSALEON;2024-01-18;1;1;1;;
05017;LA_BATIE-NEUVE;2024-01-18;0;1;1;;
05018;LA_BATIE-VIEILLE;2024-01-18;0;1;1;;
05019;LA_BEAUME;2024-01-18;1;1;2;;
05020;BENEVENT-ET-CHARBILLAC;2024-01-18;0;1;2;;
05021;LE_BERSAC;2024-01-18;1;1;1;;
05022;BREZIERS;2024-01-18;1;1;1;;
05023;BRIANCON;2024-01-18;1;1;2;;
05024;BRUIS;2024-01-18;1;1;2;;
05025;BUISSARD;2024-01-18;0;1;2;;
05026;CEILLAC;2024-01-18;1;2;2;;
05027;CERVIERES;2024-01-18;1;1;2;;
05028;CHABESTAN;2024-01-18;1;1;1;;
05029;CHABOTTES;2024-01-18;0;1;2;;
05031;CHAMPCELLA;2024-01-18;1;1;2;;
05032;CHAMPOLEON;2024-01-18;0;2;2;;
05033;CHANOUSSE;2024-01-18;1;1;2;;
05034;CHATEAUNEUF-DE-CHABRE;2024-01-18;1;1;1;;
05035;CHATEAUNEUF-DOZE;2024-01-18;0;1;2;;
05036;CHATEAUROUX-LES-ALPES;2024-01-18;0;1;2;;
05037;CHATEAUVIEUX;2024-01-18;1;1;1;;
05038;CHATEAU-VILLE-VIEILLE;2024-01-18;1;1;2;;
05039;CHAUFFAYER;2024-01-18;0;1;2;;
05040;CHORGES;2024-01-18;0;1;2;;
05042;LA_CLUSE;2024-01-18;0;1;2;;
05043;LES_COSTES;2024-01-18;0;1;2;;
05044;CREVOUX;2024-01-18;0;2;2;;
05045;CROTS;2024-01-18;0;1;2;;
05046;EMBRUN;2024-01-18;0;1;2;;
05047;EOURRES;2024-01-18;1;1;2;;
05048;LEPINE;2024-01-18;1;1;2;;
05049;ESPARRON;2024-01-18;1;1;1;;
05050;ESPINASSES;2024-01-18;0;1;2;;
05051;ETOILE-SAINT-CYRICE;2024-01-18;1;1;2;;
05052;EYGLIERS;2024-01-18;0;1;2;;
05053;EYGUIANS;2024-01-18;1;1;1;;
05054;LA_FARE-EN-CHAMPSAUR;2024-01-18;0;1;2;;
05055;LA_FAURIE;2024-01-18;0;1;2;;
05056;FOREST-SAINT-JULIEN;2024-01-18;0;1;2;;
05057;FOUILLOUSE;2024-01-18;1;1;1;;
05058;FREISSINIERES;2024-01-18;1;1;2;;
05059;LA_FREISSINOUSE;2024-01-18;0;1;1;;
05060;FURMEYER;2024-01-18;0;1;2;;
05061;GAP;2024-01-18;0;1;1;;
05062;LE_GLAIZIL;2024-01-18;0;1;2;;
05063;LA_GRAVE;2024-01-18;1;1;2;;
05064;LA_CHAPELLE-EN-VALGAUDEMAR;2024-01-18;0;1;2;;
05065;GUILLESTRE;2024-01-18;0;1;2;;
05066;LA_HAUTE-BEAUME;2024-01-18;1;1;2;;
05067;LES_INFOURNAS;2024-01-18;0;1;2;;
05068;JARJAYES;2024-01-18;0;1;1;;
05069;LAGRAND;2024-01-18;1;1;1;;
05070;LARAGNE-MONTEGLIN;2024-01-18;1;1;1;;
05071;LARDIER-ET-VALENCA;2024-01-18;1;1;1;;
05072;LAYE;2024-01-18;0;1;2;;
05073;LAZER;2024-01-18;1;1;1;;
05074;LETTRET;2024-01-18;1;1;1;;
05075;MANTEYER;2024-01-18;0;1;2;;
05076;MEREUIL;2024-01-18;1;1;1;;
05077;MOLINES-EN-QUEYRAS;2024-01-18;1;1;2;;
05078;MONETIER-ALLEMONT;2024-01-18;1;1;1;;
05079;LE_MONETIER-LES-BAINS;2024-01-18;1;1;2;;
05080;MONTBRAND;2024-01-18;1;1;2;;
05081;MONTCLUS;2024-01-18;1;1;2;;
05082;MONT-DAUPHIN;2024-01-18;0;1;2;;
05084;MONTGARDIN;2024-01-18;0;1;2;;
05085;MONTGENEVRE;2024-01-18;1;1;2;;
05086;MONTJAY;2024-01-18;1;1;2;;
05087;MONTMAUR;2024-01-18;0;1;2;;
05088;MONTMORIN;2024-01-18;1;1;2;;
05089;MONTROND;2024-01-18;1;1;1;;
05090;LA_MOTTE-EN-CHAMPSAUR;2024-01-18;0;1;2;;
05091;MOYDANS;2024-01-18;1;1;2;;
05092;NEFFES;2024-01-18;0;1;1;;
05093;NEVACHE;2024-01-18;1;1;2;;
05094;NOSSAGE-ET-BENEVENT;2024-01-18;1;1;1;;
05095;LE_NOYER;2024-01-18;0;1;2;;
05096;ORCIERES;2024-01-18;0;1;2;;
05097;ORPIERRE;2024-01-18;1;1;2;;
05098;LES_ORRES;2024-01-18;0;1;2;;
05099;OZE;2024-01-18;0;1;2;;
05100;PELLEAUTIER;2024-01-18;0;1;1;;
05101;PELVOUX;2024-01-18;0;1;2;;
05102;LA_PIARRE;2024-01-18;1;1;2;;
05103;LE_POET;2024-01-18;1;1;1;;
05104;POLIGNY;2024-01-18;0;1;2;;
05106;PRUNIERES;2024-01-18;0;1;2;;
05107;PUY-SAINT-ANDRE;2024-01-18;1;1;2;;
05108;PUY-SAINT-EUSEBE;2024-01-18;0;1;2;;
05109;PUY-SAINT-PIERRE;2024-01-18;1;1;2;;
05110;PUY-SAINT-VINCENT;2024-01-18;0;1;2;;
05111;PUY-SANIERES;2024-01-18;0;1;2;;
05112;RABOU;2024-01-18;0;1;1;;
05113;RAMBAUD;2024-01-18;0;1;1;;
05114;REALLON;2024-01-18;0;1;2;;
05115;REMOLLON;2024-01-18;1;1;1;;
05116;REOTIER;2024-01-18;0;1;2;;
05117;RIBEYRET;2024-01-18;1;1;2;;
05118;RIBIERS;2024-01-18;1;1;1;;
05119;RISOUL;2024-01-18;0;1;2;;
05120;RISTOLAS;2024-01-18;1;2;2;;
05121;ROCHEBRUNE;2024-01-18;1;1;1;;
05122;LA_ROCHE-DE-RAME;2024-01-18;1;1;2;;
05123;LA_ROCHE-DES-ARNAUDS;2024-01-18;0;1;2;;
05124;LA_ROCHETTE;2024-01-18;0;1;1;;
05126;ROSANS;2024-01-18;1;1;1;;
05127;ROUSSET;2024-01-18;0;1;2;;
05128;SAINT-ANDRE-DEMBRUN;2024-01-18;0;1;2;;
05129;SAINT-ANDRE-DE-ROSANS;2024-01-18;1;1;2;;
05130;SAINT-APOLLINAIRE;2024-01-18;0;1;2;;
05131;SAINT-AUBAN-DOZE;2024-01-18;0;1;2;;
05132;SAINT-BONNET-EN-CHAMPSAUR;2024-01-18;0;1;2;;
05133;SAINT-CHAFFREY;2024-01-18;1;1;2;;
05134;SAINT-CLEMENT-SUR-DURANCE;2024-01-18;0;1;2;;
05135;SAINTE-COLOMBE;2024-01-18;1;1;2;;
05136;SAINT-CREPIN;2024-01-18;1;1;2;;
05138;SAINT-DISDIER;2024-01-18;0;0;2;;
05139;SAINT-ETIENNE-EN-DEVOLUY;2024-01-18;0;1;2;;
05140;SAINT-ETIENNE-LE-LAUS;2024-01-18;0;1;1;;
05141;SAINT-EUSEBE-EN-CHAMPSAUR;2024-01-18;0;1;2;;
05142;SAINT-FIRMIN;2024-01-18;0;1;2;;
05143;SAINT-GENIS;2024-01-18;1;1;1;;
05144;SAINT-JACQUES-EN-VALGODEMARD;2024-01-18;0;1;2;;
05145;SAINT-JEAN-SAINT-NICOLAS;2024-01-18;0;1;2;;
05146;SAINT-JULIEN-EN-BEAUCHENE;2024-01-18;0;1;2;;
05147;SAINT-JULIEN-EN-CHAMPSAUR;2024-01-18;0;1;2;;
05148;SAINT-LAURENT-DU-CROS;2024-01-18;0;1;2;;
05149;SAINT-LEGER-LES-MELEZES;2024-01-18;0;1;2;;
05150;SAINTE-MARIE;2024-01-18;1;1;2;;
05151;SAINT-MARTIN-DE-QUEYRIERES;2024-01-18;1;1;2;;
05152;SAINT-MAURICE-EN-VALGODEMARD;2024-01-18;0;1;2;;
05153;SAINT-MICHEL-DE-CHAILLOL;2024-01-18;0;1;2;;
05154;SAINT-PIERRE-DARGENCON;2024-01-18;1;1;2;;
05155;SAINT-PIERRE-AVEZ;2024-01-18;1;1;2;;
05156;SAINT-SAUVEUR;2024-01-18;0;1;2;;
05157;SAINT-VERAN;2024-01-18;1;1;2;;
05158;LE_SAIX;2024-01-18;1;1;2;;
05159;SALEON;2024-01-18;1;1;1;;
05160;SALERANS;2024-01-18;1;1;2;;
05161;LA_SALLE-LES-ALPES;2024-01-18;1;1;2;;
05162;LA_SAULCE;2024-01-18;1;1;1;;
05163;LE_SAUZE-DU-LAC;2024-01-18;0;1;2;;
05164;SAVINES-LE-LAC;2024-01-18;0;1;2;;
05165;SAVOURNON;2024-01-18;1;1;1;;
05166;SERRES;2024-01-18;1;1;1;;
05167;SIGOTTIER;2024-01-18;1;1;2;;
05168;SIGOYER;2024-01-18;1;1;1;;
05169;SORBIERS;2024-01-18;1;1;2;;
05170;TALLARD;2024-01-18;1;1;1;;
05171;THEUS;2024-01-18;1;1;1;;
05172;TRESCLEOUX;2024-01-18;1;1;1;;
05173;UPAIX;2024-01-18;1;1;1;;
05174;VAL-DES-PRES;2024-01-18;1;1;2;;
05175;VALLOUISE;2024-01-18;0;1;2;;
05176;VALSERRES;2024-01-18;1;1;1;;
05177;VARS;2024-01-18;0;2;2;;
05178;VENTAVON;2024-01-18;1;1;1;;
05179;VEYNES;2024-01-18;0;1;2;;
05180;LES_VIGNEAUX;2024-01-18;1;1;2;;
05181;VILLAR-DARENE;2024-01-18;1;1;2;;
05182;VILLAR-LOUBIERE;2024-01-18;0;1;2;;
05183;VILLAR-SAINT-PANCRACE;2024-01-18;1;1;2;;
05184;VITROLLES;2024-01-18;1;1;1;;
06001;AIGLUN;2024-01-18;1;1;2;;
06002;AMIRAT;2024-01-18;1;1;2;;
06003;ANDON;2024-01-18;1;1;2;;
06004;ANTIBES;2024-01-18;1;1;1;;
06005;ASCROS;2024-01-18;1;1;1;;
06006;ASPREMONT;2024-01-18;1;1;1;;
06007;AURIBEAU-SUR-SIAGNE;2024-01-18;1;1;1;;
06008;AUVARE;2024-01-18;1;1;1;;
06009;BAIROLS;2024-01-18;1;1;1;;
06010;LE_BAR-SUR-LOUP;2024-01-18;1;1;1;;
06011;BEAULIEU-SUR-MER;2024-01-18;1;1;1;;
06012;BEAUSOLEIL;2024-01-18;1;1;1;;
06013;BELVEDERE;2024-01-18;2;1;2;;
06014;BENDEJUN;2024-01-18;1;1;1;;
06015;BERRE-LES-ALPES;2024-01-18;1;1;1;;
06016;BEUIL;2024-01-18;2;1;2;;
06017;BEZAUDUN-LES-ALPES;2024-01-18;1;1;2;;
06018;BIOT;2024-01-18;1;1;1;;
06019;BLAUSASC;2024-01-18;1;1;1;;
06020;LA_BOLLENE-VESUBIE;2024-01-18;1;1;2;;
06021;BONSON;2024-01-18;1;1;1;;
06022;BOUYON;2024-01-18;1;1;1;;
06023;BREIL-SUR-ROYA;2024-01-18;1;1;2;;
06024;BRIANCONNET;2024-01-18;1;1;2;;
06025;LE_BROC;2024-01-18;1;1;1;;
06026;CABRIS;2024-01-18;1;1;1;;
06027;CAGNES-SUR-MER;2024-01-18;1;1;1;;
06028;CAILLE;2024-01-18;1;1;2;;
06029;CANNES;2024-01-18;1;1;1;;
06030;LE_CANNET;2024-01-18;1;1;1;;
06031;CANTARON;2024-01-18;1;1;1;;
06032;CAP-DAIL;2024-01-18;1;1;1;;
06033;CARROS;2024-01-18;1;1;1;;
06034;CASTAGNIERS;2024-01-18;1;1;1;;
06035;CASTELLAR;2024-01-18;1;1;1;;
06036;CASTILLON;2024-01-18;1;1;1;;
06037;CAUSSOLS;2024-01-18;1;1;2;;
06038;CHATEAUNEUF-GRASSE;2024-01-18;1;1;1;;
06039;CHATEAUNEUF-VILLEVIEILLE;2024-01-18;1;1;1;;
06040;CHATEAUNEUF-DENTRAUNES;2024-01-18;1;2;2;;
06041;CIPIERES;2024-01-18;1;1;1;;
06042;CLANS;2024-01-18;1;1;2;;
06043;COARAZE;2024-01-18;1;1;1;;
06044;LA_COLLE-SUR-LOUP;2024-01-18;1;1;1;;
06045;COLLONGUES;2024-01-18;1;1;2;;
06046;COLOMARS;2024-01-18;1;1;1;;
06047;CONSEGUDES;2024-01-18;1;1;2;;
06048;CONTES;2024-01-18;1;1;1;;
06049;COURMES;2024-01-18;1;1;2;;
06050;COURSEGOULES;2024-01-18;1;1;2;;
06051;LA_CROIX-SUR-ROUDOULE;2024-01-18;1;1;1;;
06052;CUEBRIS;2024-01-18;1;1;2;;
06053;DALUIS;2024-01-18;1;1;2;;
06054;DRAP;2024-01-18;1;1;1;;
06055;DURANUS;2024-01-18;1;1;1;;
06056;ENTRAUNES;2024-01-18;1;2;2;;
06057;LESCARENE;2024-01-18;1;1;1;;
06058;ESCRAGNOLLES;2024-01-18;1;1;2;;
06059;EZE;2024-01-18;1;1;1;;
06060;FALICON;2024-01-18;1;1;1;;
06061;LES_FERRES;2024-01-18;1;1;2;;
06062;FONTAN;2024-01-18;2;1;2;;
06063;GARS;2024-01-18;1;1;2;;
06064;GATTIERES;2024-01-18;1;1;1;;
06065;LA_GAUDE;2024-01-18;1;1;1;;
06066;GILETTE;2024-01-18;1;1;1;;
06067;GORBIO;2024-01-18;1;1;1;;
06068;GOURDON;2024-01-18;1;1;1;;
06069;GRASSE;2024-01-18;1;1;1;;
06070;GREOLIERES;2024-01-18;1;1;2;;
06071;GUILLAUMES;2024-01-18;1;1;2;;
06072;ILONSE;2024-01-18;1;1;2;;
06073;ISOLA;2024-01-18;2;1;2;;
06074;LANTOSQUE;2024-01-18;1;1;2;;
06075;LEVENS;2024-01-18;1;1;1;;
06076;LIEUCHE;2024-01-18;1;1;2;;
06077;LUCERAM;2024-01-18;1;1;2;;
06078;MALAUSSENE;2024-01-18;1;1;1;;
06079;MANDELIEU-LA-NAPOULE;2024-01-18;1;1;1;;
06080;MARIE;2024-01-18;1;1;2;;
06081;LE_MAS;2024-01-18;1;1;2;;
06082;MASSOINS;2024-01-18;1;1;1;;
06083;MENTON;2024-01-18;1;1;1;;
06084;MOUANS-SARTOUX;2024-01-18;1;1;1;;
06085;MOUGINS;2024-01-18;1;1;1;;
06086;MOULINET;2024-01-18;1;1;2;;
06087;LES_MUJOULS;2024-01-18;1;1;2;;
06088;NICE;2024-01-18;1;1;1;;
06089;OPIO;2024-01-18;1;1;1;;
06090;PEGOMAS;2024-01-18;1;1;1;;
06091;PEILLE;2024-01-18;1;1;1;;
06092;PEILLON;2024-01-18;1;1;1;;
06093;LA_PENNE;2024-01-18;1;1;1;;
06094;PEONE;2024-01-18;1;2;2;;
06095;PEYMEINADE;2024-01-18;1;1;1;;
06096;PIERLAS;2024-01-18;1;1;2;;
06097;PIERREFEU;2024-01-18;1;1;2;;
06098;PUGET-ROSTANG;2024-01-18;1;1;1;;
06099;PUGET-THENIERS;2024-01-18;1;1;1;;
06100;REVEST-LES-ROCHES;2024-01-18;1;1;1;;
06101;RIGAUD;2024-01-18;1;1;1;;
06102;RIMPLAS;2024-01-18;1;1;2;;
06103;ROQUEBILLIERE;2024-01-18;2;1;2;;
06104;ROQUEBRUNE-CAP-MARTIN;2024-01-18;1;1;1;;
06105;ROQUEFORT-LES-PINS;2024-01-18;1;1;1;;
06106;ROQUESTERON;2024-01-18;1;1;2;;
06107;ROQUESTERON-GRASSE;2024-01-18;1;1;2;;
