insee;commune;date;UV_J0;UV_J1;UV_J2;UV_J3
45204;MEZIERES-LEZ-CLERY;2024-01-18;1;1;1;;
45205;MEZIERES-EN-GATINAIS;2024-01-18;1;1;1;;
45206;MIGNERES;2024-01-18;1;1;1;;
45207;MIGNERETTE;2024-01-18;1;1;1;;
45208;MONTARGIS;2024-01-18;1;1;1;;
45209;MONTBARROIS;2024-01-18;1;1;1;;
45210;MONTBOUY;2024-01-18;1;1;1;;
45211;MONTCORBON;2024-01-18;1;1;1;;
45212;MONTCRESSON;2024-01-18;1;1;1;;
45213;MONTEREAU;2024-01-18;1;1;1;;
45214;MONTIGNY;2024-01-18;1;1;1;;
45215;MONTLIARD;2024-01-18;1;1;1;;
45216;MORMANT-SUR-VERNISSON;2024-01-18;1;1;1;;
45217;MORVILLE-EN-BEAUCE;2024-01-18;1;1;1;;
45218;LE_MOULINET-SUR-SOLIN;2024-01-18;1;1;1;;
45219;MOULON;2024-01-18;1;1;1;;
45220;NANCRAY-SUR-RIMARDE;2024-01-18;1;1;1;;
45221;NANGEVILLE;2024-01-18;1;1;1;;
45222;NARGIS;2024-01-18;1;1;1;;
45223;NESPLOY;2024-01-18;1;1;1;;
45224;NEUVILLE-AUX-BOIS;2024-01-18;1;1;1;;
45225;LA_NEUVILLE-SUR-ESSONNE;2024-01-18;1;1;1;;
45226;NEUVY-EN-SULLIAS;2024-01-18;1;1;1;;
45227;NEVOY;2024-01-18;1;1;1;;
45228;NIBELLE;2024-01-18;1;1;1;;
45229;NOGENT-SUR-VERNISSON;2024-01-18;1;1;1;;
45230;NOYERS;2024-01-18;1;1;1;;
45231;OISON;2024-01-18;1;1;1;;
45232;OLIVET;2024-01-18;1;1;1;;
45233;ONDREVILLE-SUR-ESSONNE;2024-01-18;1;1;1;;
45234;ORLEANS;2024-01-18;1;1;1;;
45235;ORMES;2024-01-18;1;1;1;;
45236;ORVEAU-BELLESAUVE;2024-01-18;1;1;1;;
45237;ORVILLE;2024-01-18;1;1;1;;
45238;OUSSON-SUR-LOIRE;2024-01-18;1;1;1;;
45239;OUSSOY-EN-GATINAIS;2024-01-18;1;1;1;;
45240;OUTARVILLE;2024-01-18;1;1;1;;
45241;OUVROUER-LES-CHAMPS;2024-01-18;1;1;1;;
45242;OUZOUER-DES-CHAMPS;2024-01-18;1;1;1;;
45243;OUZOUER-SOUS-BELLEGARDE;2024-01-18;1;1;1;;
45244;OUZOUER-SUR-LOIRE;2024-01-18;1;1;1;;
45245;OUZOUER-SUR-TREZEE;2024-01-18;1;1;1;;
45246;PANNECIERES;2024-01-18;1;1;1;;
45247;PANNES;2024-01-18;1;1;1;;
45248;PATAY;2024-01-18;1;1;1;;
45249;PAUCOURT;2024-01-18;1;1;1;;
45250;PERS-EN-GATINAIS;2024-01-18;1;1;1;;
45251;PIERREFITTE-ES-BOIS;2024-01-18;1;1;1;;
45252;PITHIVIERS;2024-01-18;1;1;1;;
45253;PITHIVIERS-LE-VIEIL;2024-01-18;1;1;1;;
45254;POILLY-LEZ-GIEN;2024-01-18;1;1;1;;
45255;PREFONTAINES;2024-01-18;1;1;1;;
45256;PRESNOY;2024-01-18;1;1;1;;
45257;PRESSIGNY-LES-PINS;2024-01-18;1;1;1;;
45258;PUISEAUX;2024-01-18;1;1;1;;
45259;QUIERS-SUR-BEZONDE;2024-01-18;1;1;1;;
45260;RAMOULU;2024-01-18;1;1;1;;
45261;REBRECHIEN;2024-01-18;1;1;1;;
45262;ROUVRAY-SAINTE-CROIX;2024-01-18;1;1;1;;
45263;ROUVRES-SAINT-JEAN;2024-01-18;1;1;1;;
45264;ROZIERES-EN-BEAUCE;2024-01-18;1;1;1;;
45265;ROSOY-LE-VIEIL;2024-01-18;1;1;1;;
45266;RUAN;2024-01-18;1;1;1;;
45267;SAINT-AIGNAN-DES-GUES;2024-01-18;1;1;1;;
45268;SAINT-AIGNAN-LE-JAILLARD;2024-01-18;1;1;1;;
45269;SAINT-AY;2024-01-18;1;1;1;;
45270;SAINT-BENOIT-SUR-LOIRE;2024-01-18;1;1;1;;
45271;SAINT-BRISSON-SUR-LOIRE;2024-01-18;1;1;1;;
45272;SAINT-CYR-EN-VAL;2024-01-18;1;1;1;;
45273;SAINT-DENIS-DE-LHOTEL;2024-01-18;1;1;1;;
45274;SAINT-DENIS-EN-VAL;2024-01-18;1;1;1;;
45275;SAINT-FIRMIN-DES-BOIS;2024-01-18;1;1;1;;
45276;SAINT-FIRMIN-SUR-LOIRE;2024-01-18;1;1;1;;
45277;SAINT-FLORENT;2024-01-18;1;1;1;;
45278;SAINTE-GENEVIEVE-DES-BOIS;2024-01-18;1;1;1;;
45279;SAINT-GERMAIN-DES-PRES;2024-01-18;1;1;1;;
45280;SAINT-GONDON;2024-01-18;1;1;1;;
45281;SAINT-HILAIRE-LES-ANDRESIS;2024-01-18;1;1;1;;
45282;SAINT-HILAIRE-SAINT-MESMIN;2024-01-18;1;1;1;;
45283;SAINT-HILAIRE-SUR-PUISEAUX;2024-01-18;1;1;1;;
45284;SAINT-JEAN-DE-BRAYE;2024-01-18;1;1;1;;
45285;SAINT-JEAN-DE-LA-RUELLE;2024-01-18;1;1;1;;
45286;SAINT-JEAN-LE-BLANC;2024-01-18;1;1;1;;
45287;SAINT-LOUP-DE-GONOIS;2024-01-18;1;1;1;;
45288;SAINT-LOUP-DES-VIGNES;2024-01-18;1;1;1;;
45289;SAINT-LYE-LA-FORET;2024-01-18;1;1;1;;
45290;SAINT-MARTIN-DABBAT;2024-01-18;1;1;1;;
45291;SAINT-MARTIN-SUR-OCRE;2024-01-18;1;1;1;;
45292;SAINT-MAURICE-SUR-AVEYRON;2024-01-18;1;1;1;;
45293;SAINT-MAURICE-SUR-FESSARD;2024-01-18;1;1;1;;
45294;SAINT-MICHEL;2024-01-18;1;1;1;;
45296;SAINT-PERAVY-LA-COLOMBE;2024-01-18;1;1;1;;
45297;SAINT-PERE-SUR-LOIRE;2024-01-18;1;1;1;;
45298;SAINT-PRYVE-SAINT-MESMIN;2024-01-18;1;1;1;;
45299;SAINT-SIGISMOND;2024-01-18;1;1;1;;
45300;SANDILLON;2024-01-18;1;1;1;;
45301;SANTEAU;2024-01-18;1;1;1;;
45302;SARAN;2024-01-18;1;1;1;;
45303;SCEAUX-DU-GATINAIS;2024-01-18;1;1;1;;
45305;SEICHEBRIERES;2024-01-18;1;1;1;;
45306;LA_SELLE-EN-HERMOY;2024-01-18;1;1;1;;
45307;LA_SELLE-SUR-LE-BIED;2024-01-18;1;1;1;;
45308;SEMOY;2024-01-18;1;1;1;;
45309;SENNELY;2024-01-18;1;1;1;;
45310;SERMAISES;2024-01-18;1;1;1;;
45311;SIGLOY;2024-01-18;1;1;1;;
45312;SOLTERRE;2024-01-18;1;1;1;;
45313;SOUGY;2024-01-18;1;1;1;;
45314;SULLY-LA-CHAPELLE;2024-01-18;1;1;1;;
45315;SULLY-SUR-LOIRE;2024-01-18;1;1;1;;
45316;SURY-AUX-BOIS;2024-01-18;1;1;1;;
45317;TAVERS;2024-01-18;1;1;1;;
45320;THIGNONVILLE;2024-01-18;1;1;1;;
45321;THIMORY;2024-01-18;1;1;1;;
45322;THORAILLES;2024-01-18;1;1;1;;
45323;THOU;2024-01-18;0;1;1;;
45324;TIGY;2024-01-18;1;1;1;;
45325;TIVERNON;2024-01-18;1;1;1;;
45326;TOURNOISIS;2024-01-18;1;1;1;;
45327;TRAINOU;2024-01-18;1;1;1;;
45328;TREILLES-EN-GATINAIS;2024-01-18;1;1;1;;
45329;TRIGUERES;2024-01-18;1;1;1;;
45330;TRINAY;2024-01-18;1;1;1;;
45331;VANNES-SUR-COSSON;2024-01-18;1;1;1;;
45332;VARENNES-CHANGY;2024-01-18;1;1;1;;
45333;VENNECY;2024-01-18;1;1;1;;
45334;VIEILLES-MAISONS-SUR-JOUDRY;2024-01-18;1;1;1;;
45335;VIENNE-EN-VAL;2024-01-18;1;1;1;;
45336;VIGLAIN;2024-01-18;1;1;1;;
45337;VILLAMBLAIN;2024-01-18;1;1;1;;
45338;VILLEMANDEUR;2024-01-18;1;1;1;;
45339;VILLEMOUTIERS;2024-01-18;1;1;1;;
45340;VILLEMURLIN;2024-01-18;1;1;1;;
45341;VILLENEUVE-SUR-CONIE;2024-01-18;1;1;1;;
45342;VILLEREAU;2024-01-18;1;1;1;;
45343;VILLEVOQUES;2024-01-18;1;1;1;;
45344;VILLORCEAU;2024-01-18;1;1;1;;
45345;VIMORY;2024-01-18;1;1;1;;
45346;VITRY-AUX-LOGES;2024-01-18;1;1;1;;
45347;VRIGNY;2024-01-18;1;1;1;;
45348;YEVRE-LA-VILLE;2024-01-18;1;1;1;;
46001;ALBAS;2024-01-18;0;1;1;;
46002;ALBIAC;2024-01-18;0;1;1;;
46003;ALVIGNAC;2024-01-18;0;1;1;;
46004;ANGLARS;2024-01-18;0;1;1;;
46005;ANGLARS-JUILLAC;2024-01-18;1;1;1;;
46006;ANGLARS-NOZAC;2024-01-18;0;1;1;;
46007;ARCAMBAL;2024-01-18;1;1;1;;
46008;LES_ARQUES;2024-01-18;0;1;1;;
46009;ASSIER;2024-01-18;0;1;1;;
46010;AUJOLS;2024-01-18;1;1;1;;
46011;AUTOIRE;2024-01-18;0;1;1;;
46012;AYNAC;2024-01-18;0;1;1;;
46013;BACH;2024-01-18;1;1;1;;
46014;BAGAT-EN-QUERCY;2024-01-18;1;1;1;;
46015;BAGNAC-SUR-CELE;2024-01-18;1;1;1;;
46016;BALADOU;2024-01-18;0;1;1;;
46017;BANNES;2024-01-18;0;1;1;;
46018;LE_BASTIT;2024-01-18;0;1;1;;
46019;BEAUMAT;2024-01-18;0;1;1;;
46020;BEAUREGARD;2024-01-18;1;1;1;;
46021;BEDUER;2024-01-18;1;1;1;;
46022;BELAYE;2024-01-18;1;1;1;;
46023;BELFORT-DU-QUERCY;2024-01-18;0;1;1;;
46024;BELMONT-BRETENOUX;2024-01-18;0;1;1;;
46025;BELMONTET;2024-01-18;1;1;1;;
46026;BELMONT-SAINTE-FOI;2024-01-18;0;1;1;;
46027;BERGANTY;2024-01-18;1;1;1;;
46028;BETAILLE;2024-01-18;0;1;1;;
46029;BIARS-SUR-CERE;2024-01-18;0;1;1;;
46030;BIO;2024-01-18;0;1;1;;
46031;BLARS;2024-01-18;1;1;1;;
46032;BOISSIERES;2024-01-18;1;1;1;;
46033;LE_BOULVE;2024-01-18;1;1;1;;
46034;LE_BOURG;2024-01-18;0;1;1;;
46035;BOUSSAC;2024-01-18;1;1;1;;
46036;LE_BOUYSSOU;2024-01-18;0;1;1;;
46037;BOUZIES;2024-01-18;1;1;1;;
46038;BRETENOUX;2024-01-18;0;1;1;;
46039;BRENGUES;2024-01-18;1;1;1;;
46040;CABRERETS;2024-01-18;0;1;1;;
46041;CADRIEU;2024-01-18;1;1;1;;
46042;CAHORS;2024-01-18;0;1;1;;
46043;CAHUS;2024-01-18;0;1;1;;
46044;CAILLAC;2024-01-18;0;1;1;;
46045;CAJARC;2024-01-18;1;1;1;;
46046;CALAMANE;2024-01-18;1;1;1;;
46047;CALES;2024-01-18;0;1;1;;
46048;CALVIAC;2024-01-18;0;1;1;;
46049;CALVIGNAC;2024-01-18;1;1;1;;
46050;CAMBAYRAC;2024-01-18;0;1;1;;
46051;CAMBES;2024-01-18;0;1;1;;
46052;CAMBOULIT;2024-01-18;1;1;1;;
46053;CAMBURAT;2024-01-18;1;1;1;;
46054;CANIAC-DU-CAUSSE;2024-01-18;0;1;1;;
46055;CAPDENAC;2024-01-18;1;1;1;;
46056;CARAYAC;2024-01-18;1;1;1;;
46057;CARDAILLAC;2024-01-18;1;1;1;;
46058;CARENNAC;2024-01-18;0;1;1;;
46059;CARLUCET;2024-01-18;0;1;1;;
46060;CARNAC-ROUFFIAC;2024-01-18;0;1;1;;
46061;CASSAGNES;2024-01-18;0;1;1;;
46062;CASTELFRANC;2024-01-18;0;1;1;;
46063;CASTELNAU-MONTRATIER;2024-01-18;1;1;1;;
46064;CATUS;2024-01-18;1;1;1;;
46065;CAVAGNAC;2024-01-18;0;1;1;;
46066;CAZALS;2024-01-18;0;1;1;;
46067;CAZILLAC;2024-01-18;0;1;1;;
46068;CENEVIERES;2024-01-18;1;1;1;;
46069;CEZAC;2024-01-18;1;1;1;;
46070;CIEURAC;2024-01-18;1;1;1;;
46071;COMIAC;2024-01-18;0;1;1;;
46072;CONCORES;2024-01-18;0;1;1;;
46073;CONCOTS;2024-01-18;1;1;1;;
46074;CONDAT;2024-01-18;0;1;1;;
46075;CORN;2024-01-18;0;1;1;;
46076;CORNAC;2024-01-18;0;1;1;;
46077;COURS;2024-01-18;0;1;1;;
46078;COUZOU;2024-01-18;0;1;1;;
46079;CRAS;2024-01-18;0;1;1;;
46080;CRAYSSAC;2024-01-18;1;1;1;;
46081;CREGOLS;2024-01-18;1;1;1;;
46082;CREMPS;2024-01-18;1;1;1;;
46083;CRESSENSAC;2024-01-18;0;1;1;;
46084;CREYSSE;2024-01-18;0;1;1;;
46085;CUZAC;2024-01-18;1;1;1;;
46086;CUZANCE;2024-01-18;0;1;1;;
46087;DEGAGNAC;2024-01-18;0;1;1;;
46088;DOUELLE;2024-01-18;0;1;1;;
46089;DURAVEL;2024-01-18;0;1;1;;
46090;DURBANS;2024-01-18;0;1;1;;
46091;ESCAMPS;2024-01-18;1;1;1;;
46092;ESCLAUZELS;2024-01-18;1;1;1;;
46093;ESPAGNAC-SAINTE-EULALIE;2024-01-18;1;1;1;;
46094;ESPEDAILLAC;2024-01-18;0;1;1;;
46095;ESPERE;2024-01-18;1;1;1;;
46096;ESPEYROUX;2024-01-18;0;1;1;;
46097;ESTAL;2024-01-18;0;1;1;;
46098;FAJOLES;2024-01-18;0;1;1;;
46099;FARGUES;2024-01-18;1;1;1;;
46100;FAYCELLES;2024-01-18;1;1;1;;
46101;FELZINS;2024-01-18;1;1;1;;
46102;FIGEAC;2024-01-18;1;1;1;;
46103;FLAUGNAC;2024-01-18;1;1;1;;
46104;FLAUJAC-GARE;2024-01-18;0;1;1;;
46105;FLAUJAC-POUJOLS;2024-01-18;1;1;1;;
46106;FLOIRAC;2024-01-18;0;1;1;;
46107;FLORESSAS;2024-01-18;1;1;1;;
46108;FONS;2024-01-18;0;1;1;;
46109;FONTANES;2024-01-18;1;1;1;;
46110;FONTANES-DU-CAUSSE;2024-01-18;0;1;1;;
46111;FOURMAGNAC;2024-01-18;0;1;1;;
46112;FRANCOULES;2024-01-18;1;1;1;;
46113;FRAYSSINET;2024-01-18;0;1;1;;
46114;FRAYSSINET-LE-GELAT;2024-01-18;0;1;1;;
46115;FRAYSSINHES;2024-01-18;0;1;1;;
46116;FRONTENAC;2024-01-18;1;1;1;;
46117;GAGNAC-SUR-CERE;2024-01-18;0;1;1;;
46118;GIGNAC;2024-01-18;0;1;1;;
46119;GIGOUZAC;2024-01-18;1;1;1;;
46120;GINDOU;2024-01-18;0;1;1;;
46121;GINOUILLAC;2024-01-18;0;1;1;;
46122;GINTRAC;2024-01-18;0;1;1;;
46123;GIRAC;2024-01-18;0;1;1;;
46124;GLANES;2024-01-18;0;1;1;;
46125;GORSES;2024-01-18;0;1;1;;
46126;GOUJOUNAC;2024-01-18;0;1;1;;
46127;GOURDON;2024-01-18;0;1;1;;
46128;GRAMAT;2024-01-18;0;1;1;;
46129;GREALOU;2024-01-18;1;1;1;;
46130;GREZELS;2024-01-18;1;1;1;;
46131;GREZES;2024-01-18;0;1;1;;
46132;ISSENDOLUS;2024-01-18;0;1;1;;
46133;ISSEPTS;2024-01-18;0;1;1;;
46134;LES_JUNIES;2024-01-18;0;1;1;;
46135;LABASTIDE-DU-HAUT-MONT;2024-01-18;0;1;1;;
46136;LABASTIDE-DU-VERT;2024-01-18;0;1;1;;
46137;LABASTIDE-MARNHAC;2024-01-18;1;1;1;;
46138;LABASTIDE-MURAT;2024-01-18;0;1;1;;
46139;LABATHUDE;2024-01-18;0;1;1;;
46140;LABURGADE;2024-01-18;1;1;1;;
46141;LACAM-DOURCET;2024-01-18;0;1;1;;
46142;LACAPELLE-CABANAC;2024-01-18;0;1;1;;
46143;LACAPELLE-MARIVAL;2024-01-18;0;1;1;;
46144;LACAVE;2024-01-18;0;1;1;;
46145;LACHAPELLE-AUZAC;2024-01-18;0;1;1;;
46146;LADIRAT;2024-01-18;0;1;1;;
46147;LAGARDELLE;2024-01-18;1;1;1;;
46148;LALBENQUE;2024-01-18;1;1;1;;
46149;LAMAGDELAINE;2024-01-18;0;1;1;;
46150;LAMATIVIE;2024-01-18;0;1;1;;
46151;LAMOTHE-CASSEL;2024-01-18;0;1;1;;
46152;LAMOTHE-FENELON;2024-01-18;0;1;1;;
46153;LANZAC;2024-01-18;0;1;1;;
46154;LARAMIERE;2024-01-18;1;1;1;;
46155;LARNAGOL;2024-01-18;1;1;1;;
46156;LAROQUE-DES-ARCS;2024-01-18;0;1;1;;
46157;LARROQUE-TOIRAC;2024-01-18;1;1;1;;
46158;LASCABANES;2024-01-18;1;1;1;;
46159;LATOUILLE-LENTILLAC;2024-01-18;0;1;1;;
46160;LATRONQUIERE;2024-01-18;0;1;1;;
46161;LAURESSES;2024-01-18;0;1;1;;
46162;LAUZES;2024-01-18;0;1;1;;
46163;LAVAL-DE-CERE;2024-01-18;0;1;1;;
46164;LAVERCANTIERE;2024-01-18;0;1;1;;
46165;LAVERGNE;2024-01-18;0;1;1;;
46166;LEBREIL;2024-01-18;1;1;1;;
46167;LENTILLAC-DU-CAUSSE;2024-01-18;0;1;1;;
46168;LENTILLAC-SAINT-BLAISE;2024-01-18;1;1;1;;
46169;LEOBARD;2024-01-18;0;1;1;;
46170;LEYME;2024-01-18;0;1;1;;
46171;LHERM;2024-01-18;0;1;1;;
46172;LHOSPITALET;2024-01-18;1;1;1;;
46173;LIMOGNE-EN-QUERCY;2024-01-18;1;1;1;;
46174;LINAC;2024-01-18;1;1;1;;
46175;LISSAC-ET-MOURET;2024-01-18;0;1;1;;
46176;LIVERNON;2024-01-18;0;1;1;;
46177;LOUBRESSAC;2024-01-18;0;1;1;;
46178;LOUPIAC;2024-01-18;0;1;1;;
46179;LUGAGNAC;2024-01-18;1;1;1;;
46180;LUNAN;2024-01-18;1;1;1;;
46181;LUNEGARDE;2024-01-18;0;1;1;;
46182;LUZECH;2024-01-18;0;1;1;;
46183;MARCILHAC-SUR-CELE;2024-01-18;1;1;1;;
46184;MARMINIAC;2024-01-18;0;1;1;;
46185;MARTEL;2024-01-18;0;1;1;;
46186;MASCLAT;2024-01-18;0;1;1;;
46187;MAUROUX;2024-01-18;0;1;1;;
46188;MAXOU;2024-01-18;1;1;1;;
46189;MAYRINHAC-LENTOUR;2024-01-18;0;1;1;;
46190;MECHMONT;2024-01-18;1;1;1;;
46191;MERCUES;2024-01-18;1;1;1;;
46192;MEYRONNE;2024-01-18;0;1;1;;
46193;MIERS;2024-01-18;0;1;1;;
46194;MILHAC;2024-01-18;0;1;1;;
46195;MOLIERES;2024-01-18;0;1;1;;
46196;MONTAMEL;2024-01-18;0;1;1;;
46197;LE_MONTAT;2024-01-18;1;1;1;;
46198;MONTBRUN;2024-01-18;1;1;1;;
46199;MONTCABRIER;2024-01-18;0;1;1;;
46200;MONTCLERA;2024-01-18;0;1;1;;
46201;MONTCUQ;2024-01-18;1;1;1;;
46202;MONTDOUMERC;2024-01-18;0;1;1;;
46203;MONTET-ET-BOUXAL;2024-01-18;0;1;1;;
46204;MONTFAUCON;2024-01-18;0;1;1;;
46205;MONTGESTY;2024-01-18;0;1;1;;
46206;MONTLAUZUN;2024-01-18;1;1;1;;
46207;MONTREDON;2024-01-18;1;1;1;;
46208;MONTVALENT;2024-01-18;0;1;1;;
46209;NADAILLAC-DE-ROUGE;2024-01-18;0;1;1;;
46210;NADILLAC;2024-01-18;0;1;1;;
46211;NUZEJOULS;2024-01-18;1;1;1;;
46212;ORNIAC;2024-01-18;0;1;1;;
46213;PADIRAC;2024-01-18;0;1;1;;
46214;PARNAC;2024-01-18;0;1;1;;
46215;PAYRAC;2024-01-18;0;1;1;;
46216;PAYRIGNAC;2024-01-18;0;1;1;;
46217;PERN;2024-01-18;1;1;1;;
46218;PESCADOIRES;2024-01-18;0;1;1;;
46219;PEYRILLES;2024-01-18;0;1;1;;
46220;PINSAC;2024-01-18;0;1;1;;
46221;PLANIOLES;2024-01-18;1;1;1;;
46222;POMAREDE;2024-01-18;0;1;1;;
46223;PONTCIRQ;2024-01-18;0;1;1;;
46224;PRADINES;2024-01-18;0;1;1;;
46225;PRAYSSAC;2024-01-18;0;1;1;;
46226;PRENDEIGNES;2024-01-18;0;1;1;;
46227;PROMILHANES;2024-01-18;1;1;1;;
46228;PRUDHOMAT;2024-01-18;0;1;1;;
46229;PUYBRUN;2024-01-18;0;1;1;;
46230;PUYJOURDES;2024-01-18;1;1;1;;
46231;PUY-LEVEQUE;2024-01-18;0;1;1;;
46232;LES_QUATRE-ROUTES-DU-LOT;2024-01-18;0;1;1;;
46233;QUISSAC;2024-01-18;0;1;1;;
46234;RAMPOUX;2024-01-18;0;1;1;;
46235;REILHAC;2024-01-18;0;1;1;;
46236;REILHAGUET;2024-01-18;0;1;1;;
46237;REYREVIGNES;2024-01-18;0;1;1;;
46238;RIGNAC;2024-01-18;0;1;1;;
46239;LE_ROC;2024-01-18;0;1;1;;
46240;ROCAMADOUR;2024-01-18;0;1;1;;
46241;ROUFFILHAC;2024-01-18;0;1;1;;
46242;RUDELLE;2024-01-18;0;1;1;;
46243;RUEYRES;2024-01-18;0;1;1;;
46244;SABADEL-LATRONQUIERE;2024-01-18;0;1;1;;
46245;SABADEL-LAUZES;2024-01-18;0;1;1;;
46246;SAIGNES;2024-01-18;0;1;1;;
46247;SAILLAC;2024-01-18;1;1;1;;
46248;SAINTE-ALAUZIE;2024-01-18;1;1;1;;
46249;SAINT-BRESSOU;2024-01-18;0;1;1;;
46250;SAINT-CAPRAIS;2024-01-18;0;1;1;;
46251;SAINT-CERE;2024-01-18;0;1;1;;
46252;SAINT-CERNIN;2024-01-18;0;1;1;;
46253;SAINT-CHAMARAND;2024-01-18;0;1;1;;
46254;SAINT-CHELS;2024-01-18;1;1;1;;
46255;SAINT-CIRGUES;2024-01-18;0;1;1;;
46256;SAINT-CIRQ-LAPOPIE;2024-01-18;1;1;1;;
46257;SAINT-CIRQ-MADELON;2024-01-18;0;1;1;;
46258;SAINT-CIRQ-SOUILLAGUET;2024-01-18;0;1;1;;
46259;SAINT-CLAIR;2024-01-18;0;1;1;;
46260;SAINTE-COLOMBE;2024-01-18;0;1;1;;
46261;SAINTE-CROIX;2024-01-18;1;1;1;;
46262;SAINT-CYPRIEN;2024-01-18;1;1;1;;
46263;SAINT-DAUNES;2024-01-18;1;1;1;;
46264;SAINT-DENIS-CATUS;2024-01-18;1;1;1;;
46265;SAINT-DENIS-LES-MARTEL;2024-01-18;0;1;1;;
46266;SAINT-FELIX;2024-01-18;1;1;1;;
46267;SAINT-GERMAIN-DU-BEL-AIR;2024-01-18;0;1;1;;
46268;SAINT-GERY;2024-01-18;1;1;1;;
46269;SAINT-HILAIRE;2024-01-18;0;1;1;;
46270;SAINT-JEAN-DE-LAUR;2024-01-18;1;1;1;;
46271;SAINT-JEAN-LESPINASSE;2024-01-18;0;1;1;;
46272;SAINT-JEAN-MIRABEL;2024-01-18;1;1;1;;
46273;SAINT-LAURENT-LES-TOURS;2024-01-18;0;1;1;;
46274;SAINT-LAURENT-LOLMIE;2024-01-18;1;1;1;;
46275;SAINT-MARTIN-DE-VERS;2024-01-18;0;1;1;;
46276;SAINT-MARTIN-LABOUVAL;2024-01-18;1;1;1;;
46277;SAINT-MARTIN-LE-REDON;2024-01-18;0;1;1;;
46278;SAINT-MATRE;2024-01-18;1;1;1;;
46279;SAINT-MAURICE-EN-QUERCY;2024-01-18;0;1;1;;
46280;SAINT-MEDARD;2024-01-18;0;1;1;;
46281;SAINT-MEDARD-DE-PRESQUE;2024-01-18;0;1;1;;
46282;SAINT-MEDARD-NICOURBY;2024-01-18;0;1;1;;
46283;SAINT-MICHEL-DE-BANNIERES;2024-01-18;0;1;1;;
46284;SAINT-MICHEL-LOUBEJOU;2024-01-18;0;1;1;;
46285;SAINT-PANTALEON;2024-01-18;1;1;1;;
46286;SAINT-PAUL-DE-VERN;2024-01-18;0;1;1;;
46287;SAINT-PAUL-DE-LOUBRESSAC;2024-01-18;1;1;1;;
46288;SAINT-PERDOUX;2024-01-18;1;1;1;;
46289;SAINT-PIERRE-TOIRAC;2024-01-18;1;1;1;;
46290;SAINT-PROJET;2024-01-18;0;1;1;;
46291;SAINT-SAUVEUR-LA-VALLEE;2024-01-18;0;1;1;;
46292;SAINT-SIMON;2024-01-18;0;1;1;;
46293;SAINT-SOZY;2024-01-18;0;1;1;;
46294;SAINT-SULPICE;2024-01-18;1;1;1;;
46295;SAINT-VINCENT-DU-PENDIT;2024-01-18;0;1;1;;
46296;SAINT-VINCENT-RIVE-DOLT;2024-01-18;0;1;1;;
46297;SALVIAC;2024-01-18;0;1;1;;
46298;SARRAZAC;2024-01-18;0;1;1;;
46299;SAULIAC-SUR-CELE;2024-01-18;1;1;1;;
46300;SAUX;2024-01-18;1;1;1;;
46301;SAUZET;2024-01-18;0;1;1;;
46302;SENAILLAC-LATRONQUIERE;2024-01-18;0;1;1;;
46303;SENAILLAC-LAUZES;2024-01-18;0;1;1;;
46304;SENIERGUES;2024-01-18;0;1;1;;
46305;SERIGNAC;2024-01-18;1;1;1;;
46306;SONAC;2024-01-18;0;1;1;;
46307;SOTURAC;2024-01-18;0;1;1;;
46308;SOUCIRAC;2024-01-18;0;1;1;;
46309;SOUILLAC;2024-01-18;0;1;1;;
46310;SOULOMES;2024-01-18;0;1;1;;
46311;SOUSCEYRAC;2024-01-18;0;1;1;;
46312;STRENQUELS;2024-01-18;0;1;1;;
46313;TAURIAC;2024-01-18;0;1;1;;
46314;TERROU;2024-01-18;0;1;1;;
46315;TEYSSIEU;2024-01-18;0;1;1;;
46316;THEDIRAC;2024-01-18;1;1;1;;
46317;THEGRA;2024-01-18;0;1;1;;
46318;THEMINES;2024-01-18;0;1;1;;
46319;THEMINETTES;2024-01-18;0;1;1;;
46320;TOUR-DE-FAURE;2024-01-18;1;1;1;;
46321;TOUZAC;2024-01-18;0;1;1;;
46322;TRESPOUX-RASSIELS;2024-01-18;0;1;1;;
46323;USSEL;2024-01-18;0;1;1;;
46324;UZECH;2024-01-18;1;1;1;;
46325;VAILLAC;2024-01-18;0;1;1;;
46326;VALPRIONDE;2024-01-18;1;1;1;;
46327;VALROUFIE;2024-01-18;1;1;1;;
46328;VARAIRE;2024-01-18;1;1;1;;
46329;VAYLATS;2024-01-18;1;1;1;;
46330;VAYRAC;2024-01-18;0;1;1;;
46331;VERS;2024-01-18;1;1;1;;
46332;VIAZAC;2024-01-18;1;1;1;;
46333;VIDAILLAC;2024-01-18;1;1;1;;
46334;LE_VIGAN;2024-01-18;0;1;1;;
46335;VILLESEQUE;2024-01-18;1;1;1;;
46336;VIRE-SUR-LOT;2024-01-18;0;1;1;;
46337;MAYRAC;2024-01-18;0;1;1;;
46338;BESSONIES;2024-01-18;0;1;1;;
46339;SAINT-JEAN-LAGINESTE;2024-01-18;0;1;1;;
46340;SAINT-PIERRE-LAFEUILLE;2024-01-18;1;1;1;;
47001;AGEN;2024-01-18;1;1;1;;
47002;AGME;2024-01-18;0;1;1;;
47003;AGNAC;2024-01-18;0;1;1;;
47004;AIGUILLON;2024-01-18;1;1;1;;
47005;ALLEMANS-DU-DROPT;2024-01-18;0;1;1;;
47006;ALLEZ-ET-CAZENEUVE;2024-01-18;1;1;1;;
47007;ALLONS;2024-01-18;1;1;1;;
