DepComN,NomCN,DepComA,NomCA,ChefLieu,ComDLG,Date1,Date1_bis,Date2,Date3,Commentaire
49323,Verrières-en-Anjou,49323,Saint-Sylvain-d'Anjou,O,O,01/12/2015,,31/12/2015,,
49323,Verrières-en-Anjou,49238,Pellouailles-les-Vignes,N,O,,,,,
49345,Bellevigne-en-Layon,49345,Thouarcé,O,O,02/11/2015,,22/12/2015,,
49345,Bellevigne-en-Layon,49066,Champ-sur-Layon,N,O,,,,,
49345,Bellevigne-en-Layon,49133,Faveraye-Mâchelles,N,O,,,,,
49345,Bellevigne-en-Layon,49134,Faye-d'Anjou,N,O,,,,,
49345,Bellevigne-en-Layon,49256,Rablay-sur-Layon,N,O,,,,,
49367,Erdre-en-Anjou,49367,Vern-d'Anjou,O,O,22/12/2015,,31/01/2016,,
49367,Erdre-en-Anjou,49043,Brain-sur-Longuenée,N,O,,,,,
49367,Erdre-en-Anjou,49148,Gené,N,O,,,,,
49367,Erdre-en-Anjou,49249,Pouëze (La),N,O,,,,,
49373,Lys-Haut-Layon,49373,Vihiers,O,O,18/12/2015,,31/12/2015,,
49373,Lys-Haut-Layon,49059,Cerqueux-sous-Passavant (Les),N,O,,,,,
49373,Lys-Haut-Layon,49142,Fosse-de-Tigné (La),N,O,,,,,
49373,Lys-Haut-Layon,49232,Nueil-sur-Layon,N,O,,,,,
49373,Lys-Haut-Layon,49342,Tancoigné,N,O,,,,,
49373,Lys-Haut-Layon,49348,Tigné,N,O,,,,,
49373,Lys-Haut-Layon,49356,Trémont,N,O,,,,,
50082,Bricquebec-en-Cotentin,50082,Bricquebec,O,O,15/12/2015,,31/12/2015,,
50082,Bricquebec-en-Cotentin,50396,Perques (Les),N,O,,,,,
50082,Bricquebec-en-Cotentin,50418,Quettetot,N,O,,,,,
50082,Bricquebec-en-Cotentin,50520,Saint-Martin-le-Hébert,N,O,,,,,
50082,Bricquebec-en-Cotentin,50614,Valdécie (Le),N,O,,,,,
50082,Bricquebec-en-Cotentin,50646,Vrétot (Le),N,O,,,,,
50090,Buais-Les-Monts,50090,Buais,O,O,09/12/2015,,31/12/2015,,
50090,Buais-Les-Monts,50557,Saint-Symphorien-des-Monts,N,O,,,,,
50099,Carentan les Marais,50099,Carentan,O,O,23/12/2015,,31/12/2015,,
50099,Carentan les Marais,50010,Angoville-au-Plain,N,O,,,,,
50099,Carentan les Marais,50249,Houesville,N,O,,,,,
50099,Carentan les Marais,50458,Saint-Côme-du-Mont,N,O,,,,,
50115,Grippon (Le),50115,Champcervon,O,N,04/12/2015,,31/12/2015,,
50115,Grippon (Le),50114,Chambres (Les),N,N,,,,,
50129,Cherbourg-en-Cotentin,50129,Cherbourg-Octeville,O,O,01/12/2015,,22/12/2015,,
50129,Cherbourg-en-Cotentin,50173,Équeurdreville-Hainneville,N,O,,,,,
50129,Cherbourg-en-Cotentin,50203,Glacerie (La),N,O,,,,,
50129,Cherbourg-en-Cotentin,50416,Querqueville,N,O,,,,,
50129,Cherbourg-en-Cotentin,50602,Tourlaville,N,O,,,,,
50139,Condé-sur-Vire,50139,Condé-sur-Vire,O,O,28/09/2015,,22/12/2015,,
50139,Condé-sur-Vire,50319,Mesnil-Raoult (Le),N,O,,,,,
50142,Vicq-sur-Mer,50142,Cosqueville,O,O,04/12/2015,,31/12/2015,,
50142,Vicq-sur-Mer,50211,Gouberville,N,O,,,,,
50142,Vicq-sur-Mer,50375,Néville-sur-Mer,N,O,,,,,
50142,Vicq-sur-Mer,50432,Réthoville,N,O,,,,,
50168,Ducey-Les Chéris,50168,Ducey,O,O,25/11/2015,,31/12/2015,,
50168,Ducey-Les Chéris,50132,Chéris (Les),N,O,,,,,
50209,Gonneville-Le Theil,50209,Gonneville,O,O,04/12/2015,,31/12/2015,,
50209,Gonneville-Le Theil,50595,Theil (Le),N,O,,,,,
50215,Gouville sur Mer,50215,Gouville-sur-Mer,O,O,04/11/2015,,22/12/2015,,
50215,Gouville sur Mer,50061,Boisroger,N,O,,,,,
50236,Haye (La),50236,Haye-du-Puits (La),O,O,20/11/2015,,24/02/2016,,
50236,Haye (La),50035,Baudreville,N,O,,,,,
50236,Haye (La),50063,Bolleville,N,O,,,,,
50236,Haye (La),50204,Glatigny,N,O,,,,,
50236,Haye (La),50330,Mobecq,N,O,,,,,
50236,Haye (La),50343,Montgardon,N,O,,,,,
50236,Haye (La),50544,Saint-Rémy-des-Landes,N,O,,,,,
50236,Haye (La),50558,Saint-Symphorien-le-Valois,N,O,,,,,
50236,Haye (La),50586,Surville,N,O,,,,,
50239,Thèreval,50239,Hébécrevon,O,O,02/12/2015,,31/12/2015,,
50239,Thèreval,50123,Chapelle-en-Juger (La),N,O,,,,,
50267,Lessay,50267,Lessay,O,O,28/09/2015,,22/12/2015,,
50267,Lessay,50012,Angoville-sur-Ay,N,O,,,,,
50273,Montsenelle,50273,Lithaire,O,O,20/11/2015,,31/12/2015,,
50273,Montsenelle,50136,Coigny,N,O,,,,,
50273,Montsenelle,50415,Prétot-Sainte-Suzanne,N,O,,,,,
50273,Montsenelle,50497,Saint-Jores,N,O,,,,,
50292,Marigny-Le-Lozon,50292,Marigny,O,O,15/12/2015,,31/12/2015,,
50292,Marigny-Le-Lozon,50280,Lozon,N,O,,,,,
50359,Mortain-Bocage,50359,Mortain,O,O,14/12/2015,,31/12/2015,,
50359,Mortain-Bocage,50056,Bion,N,O,,,,,
50359,Mortain-Bocage,50381,Notre-Dame-du-Touchet,N,O,,,,,
50359,Mortain-Bocage,50494,Saint-Jean-du-Corail,N,O,,,,,
50359,Mortain-Bocage,50638,Villechien,N,O,,,,,
50363,Moyon Villages,50363,Moyon,O,O,28/09/2015,,22/12/2015,,
50363,Moyon Villages,50134,Chevry,N,O,,,,,
50363,Moyon Villages,50316,Mesnil-Opac (Le),N,O,,,,,
50388,Orval sur Sienne,50388,Orval,O,O,25/11/2015,,31/12/2015,,
50388,Orval sur Sienne,50339,Montchaton,N,O,,,,,
50391,Grandparigny,50391,Parigny,O,O,30/09/2015,,22/12/2015,,
50391,Grandparigny,50133,Chèvreville,N,O,,,,,
50391,Grandparigny,50293,Martigny,N,O,,,,,
50391,Grandparigny,50329,Milly,N,O,,,,,
50393,Percy-en-Normandie,50393,Percy,O,O,04/12/2015,,31/12/2015,,
50393,Percy-en-Normandie,50128,Chefresne (Le),N,O,,,,,
50400,Picauville,50400,Picauville,O,O,23/12/2015,,31/01/2016,,
50400,Picauville,50005,Amfreville,N,O,,,,,
50400,Picauville,50153,Cretteville,N,O,,,,,
50400,Picauville,50212,Gourbesville,N,O,,,,,
50400,Picauville,50250,Houtteville,N,O,,,,,
50400,Picauville,50642,Vindefontaine,N,O,,,,,
50410,Pontorson,50410,Pontorson,O,O,23/10/2015,,22/12/2015,,
50410,Pontorson,50284,Macey,N,O,,,,,
50410,Pontorson,50630,Vessey,N,O,,,,,
50419,Quettreville-sur-Sienne,50419,Quettreville-sur-Sienne,O,O,01/12/2015,,31/12/2015,,
50419,Quettreville-sur-Sienne,50255,Hyenville,N,O,,,,,
50436,Romagny Fontenay,50436,Romagny,O,O,04/12/2015,,31/12/2015,,
50436,Romagny Fontenay,50189,Fontenay,N,O,,,,,
50484,Saint-Hilaire-du-Harcouët,50484,Saint-Hilaire-du-Harcouët,O,O,15/12/2015,,31/12/2015,,
50484,Saint-Hilaire-du-Harcouët,50515,Saint-Martin-de-Landelles,N,O,,,,,
50484,Saint-Hilaire-du-Harcouët,50644,Virey,N,O,,,,,
50492,Saint-Jean-d'Elle,50492,Saint-Jean-des-Baisants,O,O,26/11/2015,,31/12/2015,,
50492,Saint-Jean-d'Elle,50380,Notre-Dame-d'Elle,N,O,,,,,
50492,Saint-Jean-d'Elle,50414,Précorbin,N,O,,,,,
50492,Saint-Jean-d'Elle,50441,Rouxeville,N,O,,,,,
50492,Saint-Jean-d'Elle,50635,Vidouville,N,O,,,,,
50523,Sainte-Mère-Eglise,50523,Sainte-Mère-Église,O,O,02/12/2015,,31/12/2015,,
50523,Sainte-Mère-Eglise,50051,Beuzeville-au-Plain,N,O,,,,,
50523,Sainte-Mère-Eglise,50127,Chef-du-Pont,N,O,,,,,
50523,Sainte-Mère-Eglise,50170,Écoquenéauville,N,O,,,,,
50523,Sainte-Mère-Eglise,50191,Foucarville,N,O,,,,,
50535,Parc (Le),50535,Sainte-Pience,O,N,04/11/2015,,22/12/2015,,
50535,Parc (Le),50071,Braffais,N,N,,,,,
50535,Parc (Le),50406,Plomb,N,N,,,,,
50546,Bourgvallées,50546,Saint-Samson-de-Bonfossé,O,O,09/12/2015,,31/12/2015,,
50546,Bourgvallées,50213,Gourfaleur,N,O,,,,,
50546,Bourgvallées,50287,Mancellière-sur-Vire (La),N,O,,,,,
50546,Bourgvallées,50545,Saint-Romphaire,N,O,,,,,
50564,Terre-et-Marais,50564,Sainteny,O,O,16/12/2015,,24/02/2016,,
50564,Terre-et-Marais,50470,Saint-Georges-de-Bohon,N,O,,,,,
50565,Sartilly-Baie-Bocage,50565,Sartilly,O,O,14/12/2015,,31/12/2015,,
50565,Sartilly-Baie-Bocage,50009,Angey,N,O,,,,,
50565,Sartilly-Baie-Bocage,50116,Champcey,N,O,,,,,
50565,Sartilly-Baie-Bocage,50355,Montviron,N,O,,,,,
50565,Sartilly-Baie-Bocage,50434,Rochelle-Normande (La),N,O,,,,,
50582,Sourdeval,50582,Sourdeval,O,O,31/12/2015,,31/01/2016,,
50582,Sourdeval,50625,Vengeons,N,O,,,,,
50591,Teilleul (Le),50591,Teilleul (Le),O,O,09/12/2015,,31/12/2015,,
50591,Teilleul (Le),50179,Ferrières,N,O,,,,,
50591,Teilleul (Le),50245,Heussé,N,O,,,,,
50591,Teilleul (Le),50254,Husson,N,O,,,,,
50591,Teilleul (Le),50508,Sainte-Marie-du-Bois,N,O,,,,,
50592,Tessy Bocage,50592,Tessy-sur-Vire,O,O,28/09/2015,,22/12/2015,,
50592,Tessy Bocage,50180,Fervaches,N,O,,,,,
50601,Torigny-les-Villes,50601,Torigni-sur-Vire,O,O,28/09/2015,,22/12/2015,,
50601,Torigny-les-Villes,50075,Brectouville,N,O,,,,,
50601,Torigny-les-Villes,50202,Giéville,N,O,,,,,
50601,Torigny-les-Villes,50224,Guilberville,N,O,,,,,
50639,Villedieu-les-Poêles-Rouffigny,50639,Villedieu-les-Poêles,O,O,16/10/2015,,22/12/2015,,
50639,Villedieu-les-Poêles-Rouffigny,50440,Rouffigny,N,O,,,,,
51030,Aÿ-Champagne,51030,Ay,O,O,24/12/2015,,31/01/2016,,
51030,Aÿ-Champagne,51064,Bisseuil,N,O,,,,,
51030,Aÿ-Champagne,51347,Mareuil-sur-Ay,N,O,,,,,
51564,Val de Livre,51564,Tauxières-Mutry,O,O,18/11/2015,,31/12/2015,,
51564,Val de Livre,51331,Louvois,N,O,,,,,
52331,Porte du Der (La),52331,Montier-en-Der,O,O,29/12/2015,,24/02/2016,,
52331,Porte du Der (La),52427,Robert-Magny,N,O,,,,,
52405,Montsaugeonnais (Le),52405,Prauthoy,O,O,19/11/2015,,31/12/2015,,
52405,Montsaugeonnais (Le),52340,Montsaugeon,N,O,,,,,
52405,Montsaugeonnais (Le),52509,Vaux-sous-Aubigny,N,O,,,,,
52411,Rives Dervoises,52411,Puellemontier,O,O,21/12/2015,,31/01/2016,,
52411,Rives Dervoises,52180,Droyes,N,O,,,,,
52411,Rives Dervoises,52293,Longeville-sur-la-Laines,N,O,,,,,
52411,Rives Dervoises,52296,Louze,N,O,,,,,
52449,Saints-Geosmes,52449,Saints-Geosmes,O,O,21/12/2015,,31/12/2015,,
52449,Saints-Geosmes,52036,Balesmes-sur-Marne,N,O,,,,,
52529,Villegusien-le-Lac,52529,Villegusien-le-Lac,O,O,27/11/2015,,31/12/2015,,
52529,Villegusien-le-Lac,52239,Heuilley-Cotton,N,O,,,,,
53137,Loiron-Ruillé,53137,Loiron,O,O,18/11/2015,,22/12/2015,,
53137,Loiron-Ruillé,53194,Ruillé-le-Gravelais,N,O,,,,,
53185,Pré-en-Pail-Saint-Samson,53185,Pré-en-Pail,O,O,04/12/2015,,31/12/2015,,
53185,Pré-en-Pail-Saint-Samson,53252,Saint-Samson,N,O,,,,,
53255,Sainte-Suzanne-et-Chammes,53255,Sainte-Suzanne,O,O,10/10/2015,,22/12/2015,,
53255,Sainte-Suzanne-et-Chammes,53050,Chammes,N,O,,,,,
56144,Évellys,56144,Naizin,O,O,21/12/2015,,24/02/2016,,
56144,Évellys,56142,Moustoir-Remungol,N,O,,,,,
56144,Évellys,56192,Remungol,N,O,,,,,
56197,Val d'Oust,56197,Roc-Saint-André (Le),O,O,24/12/2015,,24/02/2016,,
56197,Val d'Oust,56037,Chapelle-Caro (La),N,O,,,,,
56197,Val d'Oust,56187,Quily,N,O,,,,,
56251,Theix-Noyalo,56251,Theix,O,N,05/11/2015,,24/02/2016,,
56251,Theix-Noyalo,56150,Noyalo,N,O,,,,,
57021,Ancy-Dornot,57021,Ancy-sur-Moselle,O,O,15/12/2015,,31/12/2015,,
57021,Ancy-Dornot,57184,Dornot,N,O,,,,,
58026,Beaulieu,58026,Beaulieu,O,O,01/10/2015,,31/01/2016,,
58026,Beaulieu,58100,Dompierre-sur-Héry,N,O,,,,,
58026,Beaulieu,58167,Michaugues,N,O,,,,,
59260,Ghyvelde,59260,Ghyvelde,O,O,30/11/2015,,31/12/2015,,
59260,Ghyvelde,59404,Moëres (Les),N,O,,,,,
59588,Téteghem-Coudekerque-Village,59588,Téteghem,O,O,30/11/2015,,31/12/2015,,
59588,Téteghem-Coudekerque-Village,59154,Coudekerque-Village,N,O,,,,,
60088,Bornel,60088,Bornel,O,N,27/11/2015,,31/12/2015,,
60088,Bornel,60018,Anserville,N,O,,,,,
60088,Bornel,60246,Fosseuse,N,O,,,,,
61007,Athis-Val de Rouvre,61007,Athis-de-l'Orne,O,O,16/12/2015,,31/12/2015,,
61007,Athis-Val de Rouvre,61058,Bréel,N,O,,,,,
61007,Athis-Val de Rouvre,61073,Carneille (La),N,O,,,,,
61007,Athis-Val de Rouvre,61313,Notre-Dame-du-Rocher,N,O,,,,,
61007,Athis-Val de Rouvre,61353,Ronfeugerai,N,O,,,,,
61007,Athis-Val de Rouvre,61465,Ségrie-Fontaine,N,O,,,,,
61007,Athis-Val de Rouvre,61478,Taillebois,N,O,,,,,
61007,Athis-Val de Rouvre,61489,Tourailles (Les),N,O,,,,,
61050,Cour-Maugis sur Huisne,61050,Boissy-Maugis,O,N,16/12/2015,,31/12/2015,,
61050,Cour-Maugis sur Huisne,61128,Courcerault,N,N,,,,,
61050,Cour-Maugis sur Huisne,61245,Maison-Maugis,N,N,,,,,
61050,Cour-Maugis sur Huisne,61430,Saint-Maurice-sur-Huisne,N,N,,,,,
61081,Chailloué,61081,Chailloué,O,O,21/12/2015,,31/12/2015,,
61081,Chailloué,61253,Marmouillé,N,O,,,,,
61081,Chailloué,61306,Neuville-près-Sées,N,O,,,,,
61096,Rives d'Andaine,61096,Chapelle-d'Andaine (La),O,O,16/12/2015,,31/12/2015,,
61096,Rives d'Andaine,61135,Couterne,N,O,,,,,
61096,Rives d'Andaine,61186,Geneslay,N,O,,,,,
61096,Rives d'Andaine,61200,Haleine,N,O,,,,,
61116,Sablons sur Huisne,61116,Condé-sur-Huisne,O,O,25/09/2015,,22/12/2015,,
61116,Sablons sur Huisne,61115,Condeau,N,O,,,,,
61116,Sablons sur Huisne,61125,Coulonges-les-Sablons,N,O,,,,,
61145,Domfront en Poiraie,61145,Domfront,O,O,21/12/2015,,31/12/2015,,
61145,Domfront en Poiraie,61201,Haute-Chapelle (La),N,O,,,,,
61145,Domfront en Poiraie,61355,Rouellé,N,O,,,,,
61153,Écouché-les-Vallées,61153,Écouché,O,O,26/10/2015,,22/12/2015,,
61153,Écouché-les-Vallées,61027,Batilly,N,O,,,,,
61153,Écouché-les-Vallées,61127,Courbe (La),N,O,,,,,
61153,Écouché-les-Vallées,61236,Loucé,N,O,,,,,
61153,Écouché-les-Vallées,61441,Saint-Ouen-sur-Maire,N,O,,,,,
61153,Écouché-les-Vallées,61470,Serans,N,O,,,,,
61167,Ferté-en-Ouche (La),61167,Ferté-Frênel (La),O,O,26/10/2015,,22/12/2015,,
61167,Ferté-en-Ouche (La),61003,Anceins,N,O,,,,,
61167,Ferté-en-Ouche (La),61047,Bocquencé,N,O,,,,,
61167,Ferté-en-Ouche (La),61136,Couvains,N,O,,,,,
61167,Ferté-en-Ouche (La),61184,Gauville,N,O,,,,,
61167,Ferté-en-Ouche (La),61191,Glos-la-Ferrière,N,O,,,,,
61167,Ferté-en-Ouche (La),61205,Heugon,N,O,,,,,
61167,Ferté-en-Ouche (La),61282,Monnai,N,O,,,,,
61167,Ferté-en-Ouche (La),61434,Saint-Nicolas-des-Laitiers,N,O,,,,,
61167,Ferté-en-Ouche (La),61506,Villers-en-Ouche,N,O,,,,,
61211,Juvigny Val d'Andaine,61211,Juvigny-sous-Andaine,O,O,28/12/2015,,24/02/2016,,
61211,Juvigny Val d'Andaine,61025,Baroche-sous-Lucé (La),N,O,,,,,
61211,Juvigny Val d'Andaine,61033,Beaulandais,N,O,,,,,
61211,Juvigny Val d'Andaine,61235,Loré,N,O,,,,,
61211,Juvigny Val d'Andaine,61239,Lucé,N,O,,,,,
61211,Juvigny Val d'Andaine,61380,Saint-Denis-de-Villenette,N,O,,,,,
61211,Juvigny Val d'Andaine,61469,Sept-Forges,N,O,,,,,
61230,Longny les Villages,61230,Longny-au-Perche,O,O,16/12/2015,,24/02/2016,,
61230,Longny les Villages,61220,Lande-sur-Eure (La),N,O,,,,,
61230,Longny les Villages,61247,Malétable,N,O,,,,,
61230,Longny les Villages,61250,Marchainville,N,O,,,,,
61230,Longny les Villages,61280,Monceaux-au-Perche,N,O,,,,,
61230,Longny les Villages,61296,Moulicent,N,O,,,,,
61230,Longny les Villages,61305,Neuilly-sur-Eure,N,O,,,,,
61230,Longny les Villages,61458,Saint-Victor-de-Réno,N,O,,,,,
61309,Perche en Nocé,61309,Nocé,O,O,25/09/2015,,30/01/2016,,
61309,Perche en Nocé,61112,Colonard-Corubert,N,O,,,,,
61309,Perche en Nocé,61144,Dancé,N,O,,,,,
61309,Perche en Nocé,61337,Préaux-du-Perche,N,O,,,,,
61309,Perche en Nocé,61368,Saint-Aubin-des-Grois,N,O,,,,,
61309,Perche en Nocé,61409,Saint-Jean-de-la-Forêt,N,O,,,,,
61324,Passais Villages,61324,Passais,O,O,28/12/2015,,24/02/2016,,
61324,Passais Villages,61155,Épinay-le-Comte (L'),N,O,,,,,
61324,Passais Villages,61455,Saint-Siméon,N,O,,,,,
61339,Putanges-le-Lac,61339,Putanges-Pont-Écrepin,O,O,26/11/2015,,31/12/2015,,
61339,Putanges-le-Lac,61106,Chênedouit,N,O,,,,,
61339,Putanges-le-Lac,61174,Forêt-Auvray (La),N,O,,,,,
61339,Putanges-le-Lac,61179,Fresnaye-au-Sauvage (La),N,O,,,,,
61339,Putanges-le-Lac,61270,Ménil-Jean,N,O,,,,,
61339,Putanges-le-Lac,61340,Rabodanges,N,O,,,,,
61339,Putanges-le-Lac,61354,Rotours (Les),N,O,,,,,
61339,Putanges-le-Lac,61364,Saint-Aubert-sur-Orne,N,O,,,,,
61339,Putanges-le-Lac,61378,Sainte-Croix-sur-Orne,N,O,,,,,
61341,Écouves,61341,Radon,O,O,29/09/2015,,22/12/2015,,
61341,Écouves,61175,Forges,N,O,,,,,
61341,Écouves,61509,Vingt-Hanaps,N,O,,,,,
61345,Rémalard en Perche,61345,Rémalard,O,N,21/09/2015,,22/12/2015,,
61345,Rémalard en Perche,61042,Bellou-sur-Huisne,N,N,,,,,
61345,Rémalard en Perche,61147,Dorceau,N,N,,,,,
61460,Sap-en-Auge,61460,Sap (Le),O,O,26/11/2015,,31/12/2015,,
61460,Sap-en-Auge,61320,Orville,N,O,,,,,
61463,Monts d'Andaine (Les),61463,Sauvagère (La),O,O,29/09/2015,,22/12/2015,,
61463,Monts d'Andaine (Les),61428,Saint-Maurice-du-Désert,N,O,,,,,
61483,Bagnoles de l'Orne Normandie,61483,Bagnoles-de-l'Orne,O,O,18/11/2015,,24/02/2016,,
61483,Bagnoles de l'Orne Normandie,61431,Saint-Michel-des-Andaines,N,O,,,,,
61484,Val-au-Perche,61484,Theil (Le),O,O,25/09/2015,,22/12/2015,,
61484,Val-au-Perche,61185,Gémages,N,O,,,,,
61484,Val-au-Perche,61204,Hermitière (L'),N,O,,,,,
61484,Val-au-Perche,61246,Mâle,N,O,,,,,
61484,Val-au-Perche,61356,Rouge (La),N,O,,,,,
61484,Val-au-Perche,61359,Saint-Agnan-sur-Erre,N,O,,,,,
61491,Tourouvre au Perche,61491,Tourouvre,O,O,21/12/2015,,24/02/2016,,
61491,Tourouvre au Perche,61016,Autheuil,N,O,,,,,
61491,Tourouvre au Perche,61045,Bivilliers,N,O,,,,,
61491,Tourouvre au Perche,61059,Bresolettes,N,O,,,,,
61491,Tourouvre au Perche,61065,Bubertré,N,O,,,,,
61491,Tourouvre au Perche,61090,Champs,N,O,,,,,
61491,Tourouvre au Perche,61226,Lignerolles,N,O,,,,,
61491,Tourouvre au Perche,61335,Poterie-au-Perche (La),N,O,,,,,
61491,Tourouvre au Perche,61338,Prépotin,N,O,,,,,
61491,Tourouvre au Perche,61343,Randonnai,N,O,,,,,
62691,Saint-Augustin,62691,Rebecques,O,O,07/12/2015,,24/02/2016,,
62691,Saint-Augustin,62226,Clarques,N,O,,,,,
62757,Saint-Martin-lez-Tatinghem,62757,Saint-Martin-au-Laërt,O,O,23/12/2015,,24/02/2016,,
62757,Saint-Martin-lez-Tatinghem,62807,Tatinghem,N,O,,,,,
63160,Aulhat-Flat,63160,Flat,O,O,18/11/2015,,31/12/2015,,
63160,Aulhat-Flat,63018,Aulhat-Saint-Privat,N,O,,,,,
63244,Chambaron sur Morge,63244,Moutade (La),O,O,07/12/2015,,24/02/2016,,
63244,Chambaron sur Morge,63068,Cellule,N,O,,,,,
63255,Nonette-Orsonnette,63255,Nonette,O,O,24/08/2015,,31/12/2015,,
63255,Nonette-Orsonnette,63266,Orsonnette,N,O,,,,,
65192,Gavarnie-Gèdre,65192,Gèdre,O,O,18/12/2015,,24/02/2016,,
65192,Gavarnie-Gèdre,65188,Gavarnie,N,O,,,,,
65282,Loudenvielle,65282,Loudenvielle,O,O,21/12/2015,,24/02/2016,,
65282,Loudenvielle,65027,Armenteule,N,O,,,,,
67004,Sommerau,67004,Allenwiller,O,O,08/12/2015,,31/12/2015,,
67004,Sommerau,67041,Birkenwald,N,O,,,,,
67004,Sommerau,67431,Salenthal,N,O,,,,,
67004,Sommerau,67469,Singrist,N,O,,,,,
67372,Val de Moder,67372,Pfaffenhoffen,O,O,07/12/2015,,24/02/2016,,
67372,Val de Moder,67496,Uberach,N,O,,,,,
67372,Val de Moder,67512,Walck (La),N,O,,,,,
67495,Truchtersheim,67495,Truchtersheim,O,O,03/12/2015,,31/12/2015,,
67495,Truchtersheim,67374,Pfettisheim,N,O,,,,,
67539,Wingersheim les Quatre Bans,67539,Wingersheim,O,O,15/12/2015,,31/01/2016,,
67539,Wingersheim les Quatre Bans,67158,Gingsheim,N,O,,,,,
67539,Wingersheim les Quatre Bans,67207,Hohatzenheim,N,O,,,,,
67539,Wingersheim les Quatre Bans,67297,Mittelhausen,N,O,,,,,
68006,Bernwiller,68006,Ammerzwiller,O,O,24/11/2015,,22/12/2015,,
68006,Bernwiller,68031,Bernwiller,N,O,,,,,
68012,Aspach-Michelbach,68012,Aspach-le-Haut,O,O,18/09/2015,,22/12/2015,,
68012,Aspach-Michelbach,68206,Michelbach,N,O,,,,,
68056,Brunstatt-Didenheim,68056,Brunstatt,O,O,11/12/2015,,31/12/2015,,
68056,Brunstatt-Didenheim,68070,Didenheim,N,O,,,,,
68143,Porte du Ried,68143,Holtzwihr,O,O,17/12/2015,,31/12/2015,,
68143,Porte du Ried,68272,Riedwihr,N,O,,,,,
68162,Kaysersberg Vignoble,68162,Kaysersberg,O,O,14/07/2015,,22/12/2015,,
68162,Kaysersberg Vignoble,68164,Kientzheim,N,O,,,,,
68162,Kaysersberg Vignoble,68310,Sigolsheim,N,O,,,,,
68201,Masevaux-Niederbruck,68201,Masevaux,O,O,22/12/2015,,31/12/2015,,
68201,Masevaux-Niederbruck,68233,Niederbruck,N,O,,,,,
68219,Haut Soultzbach (Le),68219,Mortzwiller,O,O,23/10/2015,,22/12/2015,,
68219,Haut Soultzbach (Le),68314,Soppe-le-Haut,N,O,,,,,
68240,Illtal,68240,Oberdorf,O,O,17/12/2015,,24/02/2016,,
68240,Illtal,68108,Grentzingen,N,O,,,,,
68240,Illtal,68133,Henflingen,N,O,,,,,
68320,Spechbach,68320,Spechbach-le-Haut,O,O,19/11/2015,,22/12/2015,,
68320,Spechbach,68319,Spechbach-le-Bas,N,O,,,,,
69066,Cours,69066,Cours-la-Ville,O,O,18/11/2015,,31/12/2015,,
69066,Cours,69158,Pont-Trambouze,N,O,,,,,
69066,Cours,69247,Thel,N,O,,,,,
70418,Romaine (La),70418,Pont-de-Planches (Le),O,O,27/11/2015,15/12/2015,22/12/2015,,
70418,Romaine (La),70281,Greucourt,N,O,,,,,
70418,Romaine (La),70551,Vezet,N,O,,,,,
71204,Fragnes-La Loyère,71204,Fragnes,O,N,10/12/2015,,31/12/2015,,
71204,Fragnes-La Loyère,71265,Loyère (La),N,N,,,,,
71279,Rousset-Marizy (Le),71279,Marizy,O,O,21/12/2015,,31/12/2015,,
71279,Rousset-Marizy (Le),71375,Rousset (Le),N,O,,,,,
72023,Ballon-Saint Mars,72023,Ballon,O,O,07/08/2015,,31/12/2015,,
72023,Ballon-Saint Mars,72301,Saint-Mars-sous-Ballon,N,O,,,,,
72363,Tuffé Val de la Chéronne,72363,Tuffé,O,O,29/09/2015,,22/12/2015,,
72363,Tuffé Val de la Chéronne,72288,Saint-Hilaire-le-Lierru,N,O,,,,,
73006,Aime-la-Plagne,73006,Aime,O,O,17/11/2015,,22/12/2015,,
73006,Aime-la-Plagne,73126,Granier,N,O,,,,,
73006,Aime-la-Plagne,73169,Montgirod,N,O,,,,,
73010,Entrelacs,73010,Albens,O,O,25/09/2015,,22/12/2015,,
73010,Entrelacs,73062,Cessens,N,O,,,,,
73010,Entrelacs,73108,Épersy,N,O,,,,,
73010,Entrelacs,73158,Mognard,N,O,,,,,
73010,Entrelacs,73238,Saint-Germain-la-Chambotte,N,O,,,,,
73010,Entrelacs,73239,Saint-Girod,N,O,,,,,
73150,Plagne Tarentaise (La),73150,Mâcot-la-Plagne,O,O,10/11/2015,,22/12/2015,,
73150,Plagne Tarentaise (La),73038,Bellentre,N,O,,,,,
73150,Plagne Tarentaise (La),73093,Côte-d'Aime (La),N,O,,,,,
73150,Plagne Tarentaise (La),73305,Valezan,N,O,,,,,
73257,Belleville (Les),73257,Saint-Martin-de-Belleville,O,O,05/11/2015,,22/12/2015,,
73257,Belleville (Les),73321,Villarlurin,N,O,,,,,
73284,Salins-Fontaine,73284,Salins-les-Thermes,O,O,20/11/2015,,31/12/2015,,
73284,Salins-Fontaine,73115,Fontaine-le-Puits,N,O,,,,,
74112,Epagny Metz-Tessy,74112,Épagny,O,N,26/09/2015,,22/12/2015,,
74112,Epagny Metz-Tessy,74181,Metz-Tessy,N,N,,,,,
74123,Faverges-Seythenex,74123,Faverges,O,O,30/09/2015,,22/12/2015,,
74123,Faverges-Seythenex,74270,Seythenex,N,O,,,,,
74167,Val de Chaise,74167,Marlens,O,O,09/11/2015,,31/12/2015,,
74167,Val de Chaise,74084,Cons-Sainte-Colombe,N,O,,,,,
74275,Talloires-Montmin,74275,Talloires,O,O,25/11/2015,,31/12/2015,,
