DepComN,NomCN,DepComA,NomCA,ChefLieu,ComDLG,Date1,Date1_bis,Date2,Date3,Commentaire
74275,Talloires-Montmin,74187,Montmin,N,O,,,,,
76164,Rives-en-Seine,76164,Caudebec-en-Caux,O,O,16/12/2015,,30/01/2016,,
76164,Rives-en-Seine,76659,Saint-Wandrille-Rançon,N,O,,,,,
76164,Rives-en-Seine,76742,Villequier,N,O,,,,,
76276,Forges-les-Eaux,76276,Forges-les-Eaux,O,O,05/10/2015,,22/12/2015,,
76276,Forges-les-Eaux,76277,Fossé (Le),N,O,,,,,
76289,Saint Martin de l'If,76289,Fréville,O,O,07/12/2015,,30/01/2016,,
76289,Saint Martin de l'If,76089,Betteville,N,O,,,,,
76289,Saint Martin de l'If,76267,Folletière (La),N,O,,,,,
76289,Saint Martin de l'If,76444,Mont-de-l'If,N,O,,,,,
76401,Arelaune-en-Seine,76401,Mailleraye-sur-Seine (La),O,O,16/12/2015,,30/01/2016,,
76401,Arelaune-en-Seine,76625,Saint-Nicolas-de-Bliquetuit,N,O,,,,,
76476,Port-Jérôme-sur-Seine,76476,Notre-Dame-de-Gravenchon,O,O,30/11/2015,,24/02/2016,,
76476,Port-Jérôme-sur-Seine,76031,Auberville-la-Campagne,N,O,,,,,
76476,Port-Jérôme-sur-Seine,76701,Touffreville-la-Cable,N,O,,,,,
76476,Port-Jérôme-sur-Seine,76713,Triquerville,N,O,,,,,
76618,Petit-Caux,76618,Saint-Martin-en-Campagne,O,O,26/11/2015,,31/12/2015,,
76618,Petit-Caux,76027,Assigny,N,O,,,,,
76618,Petit-Caux,76037,Auquemesnil,N,O,,,,,
76618,Petit-Caux,76073,Belleville-sur-Mer,N,O,,,,,
76618,Petit-Caux,76081,Berneval-le-Grand,N,O,,,,,
76618,Petit-Caux,76098,Biville-sur-Mer,N,O,,,,,
76618,Petit-Caux,76137,Bracquemont,N,O,,,,,
76618,Petit-Caux,76145,Brunville,N,O,,,,,
76618,Petit-Caux,76215,Derchigny,N,O,,,,,
76618,Petit-Caux,76301,Glicourt,N,O,,,,,
76618,Petit-Caux,76310,Gouchaupre,N,O,,,,,
76618,Petit-Caux,76326,Greny,N,O,,,,,
76618,Petit-Caux,76337,Guilmécourt,N,O,,,,,
76618,Petit-Caux,76376,Intraville,N,O,,,,,
76618,Petit-Caux,76496,Penly,N,O,,,,,
76618,Petit-Caux,76643,Saint-Quentin-au-Bosc,N,O,,,,,
76618,Petit-Caux,76696,Tocqueville-sur-Eu,N,O,,,,,
76618,Petit-Caux,76704,Tourville-la-Chapelle,N,O,,,,,
77316,Moret Loing et Orvanne,77316,Orvanne,O,O,29/10/2015,,22/12/2015,,
77316,Moret Loing et Orvanne,77170,Épisy,N,O,,,,,
77316,Moret Loing et Orvanne,77299,Montarlot,N,O,,,,,
79013,Argentonnay,79013,Argenton-les-Vallées,O,O,17/11/2015,,31/12/2015,,
79013,Argentonnay,79053,Breuil-sous-Argenton (Le),N,O,,,,,
79013,Argentonnay,79072,Chapelle-Gaudin (La),N,O,,,,,
79013,Argentonnay,79099,Coudre (La),N,O,,,,,
79013,Argentonnay,79187,Moutiers-sous-Argenton,N,O,,,,,
79013,Argentonnay,79333,Ulcot,N,O,,,,,
79280,Saint Maurice Étusson,79280,Saint-Maurice-la-Fougereuse,O,O,24/09/2015,,22/12/2015,,
79280,Saint Maurice Étusson,79113,Étusson,N,O,,,,,
81026,Bellegarde-Marsal,81026,Bellegarde,O,N,18/09/2015,,22/12/2015,,
81026,Bellegarde-Marsal,81155,Marsal,N,N,,,,,
81062,Fontrieu,81062,Castelnau-de-Brassac,O,O,18/11/2015,,31/12/2015,,
81062,Fontrieu,81091,Ferrières,N,O,,,,,
81062,Fontrieu,81153,Margnès (Le),N,O,,,,,
85008,Aubigny-Les Clouzeaux,85008,Aubigny,O,O,03/12/2015,,31/12/2015,,
85008,Aubigny-Les Clouzeaux,85069,Clouzeaux (Les),N,O,,,,,
85019,Bellevigny,85019,Belleville-sur-Vie,O,O,19/11/2015,,22/12/2015,,
85019,Bellevigny,85279,Saligny,N,O,,,,,
85080,Doix lès Fontaines,85080,Doix,O,O,03/12/2015,,31/12/2015,,
85080,Doix lès Fontaines,85091,Fontaines,N,O,,,,,
85084,Essarts en Bocage,85084,Essarts (Les),O,O,05/10/2015,,22/12/2015,,
85084,Essarts en Bocage,85030,Boulogne,N,O,,,,,
85084,Essarts en Bocage,85165,Oie (L'),N,O,,,,,
85084,Essarts en Bocage,85212,Sainte-Florence,N,O,,,,,
85090,Sèvremont,85090,Flocellière (La),O,O,18/12/2015,,31/12/2015,,
85090,Sèvremont,85063,Châtelliers-Châteaumur (Les),N,O,,,,,
85090,Sèvremont,85180,Pommeraie-sur-Sèvre (La),N,O,,,,,
85090,Sèvremont,85257,Saint-Michel-Mont-Mercure,N,O,,,,,
85154,Mouilleron-Saint-Germain,85154,Mouilleron-en-Pareds,O,O,19/11/2015,,31/12/2015,,
85154,Mouilleron-Saint-Germain,85219,Saint-Germain-l'Aiguiller,N,O,,,,,
85197,Montréverd,85197,Saint-André-Treize-Voies,O,O,15/12/2015,,24/02/2016,,
85197,Montréverd,85150,Mormaison,N,O,,,,,
85197,Montréverd,85272,Saint-Sulpice-le-Verdon,N,O,,,,,
85213,Rives de l'Yon,85213,Saint-Florent-des-Bois,O,O,28/12/2015,,24/02/2016,,
85213,Rives de l'Yon,85043,Chaillé-sous-les-Ormeaux,N,O,,,,,
86245,Senillé-Saint-Sauveur,86245,Saint-Sauveur,O,O,16/10/2015,,31/12/2015,,
86245,Senillé-Saint-Sauveur,86259,Senillé,N,O,,,,,
87097,Val d'Issoire,87097,Mézières-sur-Issoire,O,O,29/09/2015,,22/12/2015,,
87097,Val d'Issoire,87026,Bussière-Boffy,N,O,,,,,
88218,Granges-Aumontzey,88218,Granges-sur-Vologne,O,O,06/11/2015,,31/12/2015,,
88218,Granges-Aumontzey,88018,Aumontzey,N,O,,,,,
88361,Provenchères-et-Colroy,88361,Provenchères-sur-Fave,O,O,22/12/2015,,31/12/2015,,
88361,Provenchères-et-Colroy,88112,Colroy-la-Grande,N,O,,,,,
88465,Capavenir Vosges,88465,Thaon-les-Vosges,O,O,24/12/2015,,24/02/2016,,
88465,Capavenir Vosges,88204,Girmont,N,O,,,,,
88465,Capavenir Vosges,88337,Oncourt,N,O,,,,,
89086,Charny Orée de Puisaye,89086,Charny,O,O,17/11/2015,,22/12/2015,,
89086,Charny Orée de Puisaye,89070,Chambeugle,N,O,,,,,
89086,Charny Orée de Puisaye,89097,Chêne-Arnoult,N,O,,,,,
89086,Charny Orée de Puisaye,89103,Chevillon,N,O,,,,,
89086,Charny Orée de Puisaye,89138,Dicy,N,O,,,,,
89086,Charny Orée de Puisaye,89178,Fontenouilles,N,O,,,,,
89086,Charny Orée de Puisaye,89192,Grandchamp,N,O,,,,,
89086,Charny Orée de Puisaye,89241,Malicorne,N,O,,,,,
89086,Charny Orée de Puisaye,89243,Marchais-Beton,N,O,,,,,
89086,Charny Orée de Puisaye,89294,Perreux,N,O,,,,,
89086,Charny Orée de Puisaye,89317,Prunoy,N,O,,,,,
89086,Charny Orée de Puisaye,89343,Saint-Denis-sur-Ouanne,N,O,,,,,
89086,Charny Orée de Puisaye,89358,Saint-Martin-sur-Ouanne,N,O,,,,,
89086,Charny Orée de Puisaye,89454,Villefranche,N,O,,,,,
89196,Valravillon,89196,Guerchy,O,O,17/11/2015,,31/12/2015,,
89196,Valravillon,89213,Laduz,N,O,,,,,
89196,Valravillon,89275,Neuilly,N,O,,,,,
89196,Valravillon,89457,Villemer,N,O,,,,,
89334,Val d'Ocre (Le),89334,Saint-Aubin-Château-Neuf,O,O,08/12/2015,,31/12/2015,,
89334,Val d'Ocre (Le),89356,Saint-Martin-sur-Ocre,N,O,,,,,
89388,Sépeaux-Saint Romain,89388,Sépeaux,O,O,08/12/2015,,31/12/2015,,
89388,Sépeaux-Saint Romain,89366,Saint-Romain-le-Preux,N,O,,,,,
89411,Vallées de la Vanne (Les),89411,Theil-sur-Vanne,O,O,15/12/2015,,31/12/2015,,
89411,Vallées de la Vanne (Les),89107,Chigy,N,O,,,,,
89411,Vallées de la Vanne (Les),89429,Vareilles,N,O,,,,,
89441,Vermenton,89441,Vermenton,O,N,17/12/2015,,31/12/2015,,
89441,Vermenton,89330,Sacy,N,O,,,,,
